"","state","year","pop","whtpop","blkpop","child","blkchild","whtchild","adult","blkadult","whtadult","pov","childpov","blkpov","whtpov","blkchildpov","whtchildpov","unemp","whtunemp","blkunemp","emp","whtemp","blkemp","LessHS","wLessHS","bLessHS","kidskincare","wkidskincare","bkidskincare","kids2par","wkids2par","bkids2par","avgrent"
"3910",39,2010,11219930,9153319,1335337,2739785,401246,2048794,8480145,934091,7104525,1686944,601477,431019,1083722,185558,330410,567085,412020,119088,5283361,4475602,520559,0.100369503733697,0.0902585112621545,0.149546853064066,196482,124115,48007,1581163,1350188,88109,785.517017742743
"4010",40,2010,3603969,2496385,249224,918645,75902,519972,2685324,173322,1976413,595999,223664,73101,315825,32641,91437,116249,71099,13382,1696118,1233841,106486,0.122182040233577,0.097531703434777,0.11002426129272,87381,40319,12261,511270,322204,19749,724.892134344529
"4114",41,2010,3719623,2935044,63223,863394,18853,577979,2856229,44370,2357065,549050,176691,18967,364488,7739,93142,198151,153879,5269,1744600,1410317,26486,0.0918375187959586,0.0601205742584933,0.0983434276390387,57165,34129,1301,523417,362214,5076,941.829294452824
"4211",42,2010,12235298,9805379,1279583,2796845,382775,2004626,9438453,896808,7800753,1553584,512132,369944,907192,150750,239863,518333,366297,91004,5893462,4933754,497090,0.100450741676044,0.0859284391859065,0.142125394841866,199202,102709,56439,1693248,1406592,86817,856.236538173091
"4410",44,2010,1010436,778032,59931,225884,18705,147194,784552,41226,630838,128704,39831,17259,68140,7294,14371,50800,33785,4401,505978,409379,26314,0.135605265330676,0.102887380320724,0.234577137691325,13699,8068,1680,130229,100947,5264,981.131329713348
"4510",45,2010,4445159,2869731,1231592,1073710,350582,597966,3371449,881010,2271765,774281,271588,355638,328145,143877,84535,240919,125230,96497,1999465,1359760,493204,0.139600771989007,0.105949846628217,0.195628573496417,125868,45731,66196,553083,398036,89121,815.48250542935
"4610",46,2010,773895,661225,9401,199522,3861,151773,574373,5540,509452,109278,38627,2021,65853,664,17873,20695,11955,565,403128,366221,3999,0.0824356961719599,0.071296586282493,0.0875506072874494,14861,4842,630,124192,107822,1059,641.353504672897
"4710",47,2010,6151383,4683829,1004783,1489542,301117,1014965,4661841,703666,3668864,1042543,363253,281928,633298,123251,180445,297294,197896,79341,2817327,2201154,418984,0.146398598776528,0.135106342832291,0.159073425520381,157507,89797,49315,820211,653181,73753,780.282328555017
"4810",48,2010,24208276,11081061,2780484,6771078,835494,2329293,17437198,1944990,8751768,4168438,1687123,659351,984270,277227,241877,902396,345049,163382,11363579,5665186,1240663,0.177849366218463,0.0680685535433995,0.11737403285218,714214,167571,124038,3935436,1585414,266830,902.2998961253
"4910",49,2010,2675611,2162075,28278,851634,11382,648525,1823977,16896,1513550,311118,115774,7854,198114,3088,64060,93743,68140,1589,1246746,1031700,10867,0.0764753919934236,0.0421283621425944,0.138307552320291,56076,34982,1895,627198,504698,3471,943.499709696149
"5010",50,2010,599965,567876,4855,130064,1745,118920,469901,3110,448956,69155,19301,1749,62534,535,16871,21743,20864,69,324164,310901,1911,0.0761032251834685,0.0756350690882761,0.0475490196078431,5722,5366,103,78705,73834,280,939.966666666667
"5112",51,2010,7687238,5026098,1477352,1841879,403910,1058494,5845359,1073442,3967604,841879,282203,282448,413632,119974,103698,268149,145489,78603,3912809,2615364,706630,0.118559382671637,0.0930146909662758,0.165087885954043,159500,71091,58593,1126315,746948,132237,1192.55673486226
"5310",53,2010,6517564,4759634,223874,1569960,65722,966575,4947604,158152,3793059,817920,274554,53856,466054,22946,116517,287523,200936,15960,3161875,2391569,99996,0.0846555259662231,0.0510540246663087,0.0927690454774137,101293,46590,7684,980917,653714,24803,1060.27662503491
"5410",54,2010,1798464,1684978,50259,386283,12038,350083,1412181,38221,1334895,317988,96238,14813,286735,5458,83868,60555,55719,1730,763728,720861,20922,0.160484856491726,0.16100034036153,0.121053609013247,39239,33091,2700,225506,212120,3243,635.369426751592
"5510",55,2010,5516627,4620014,332204,1337482,117880,992403,4179145,214324,3627611,680098,232773,121819,425247,57734,110733,220358,166005,26816,2847189,2490276,125586,0.0808034483387382,0.0609379583179777,0.17126761880274,66220,32195,15264,834454,698383,17336,809.524541997926
"5610",56,2010,543123,467887,3769,134432,960,105954,408691,2809,361933,58328,19401,1023,44505,537,13344,14553,11656,187,286242,254985,1532,0.063221057455462,0.051727783580129,0.0616534329752452,9349,6081,159,86732,71018,379,806.076134244873
"141",1,2011,4666046,3142245,1212157,1127748,346193,672064,3538298,865964,2470181,870233,306992,388568,399602,156683,111525,251362,138446,97439,1993964,1404048,460015,0.153536949467828,0.132855106243353,0.183178562770708,137647,64964,62289,580934,431815,86643,773.33956157619
"250",2,2011,685637,442396,23325,187235,7239,99002,498402,16086,343394,68355,27440,1504,31791,433,10599,32327,16699,1373,342037,241496,12037,0.06519952298826,0.0375470258257133,0.0558650572578149,14411,3851,379,108558,67191,3596,1133.44430590191
"432",4,2011,6271994,3628917,246139,1623362,77196,674748,4648632,168943,2954169,1114852,416386,55882,401365,22590,96428,330980,164230,18351,2681331,1674311,100082,0.12365887969238,0.0521222487626532,0.0823741191450127,178175,48500,10032,892334,432780,24903,1002.3628211487
"523",5,2011,2839808,2121468,432252,706269,134086,461731,2133539,298166,1659737,532614,195804,145861,305342,63175,92346,128693,83061,32582,1240859,961956,163097,0.146505713637011,0.122347968478711,0.183190349728515,74891,41923,21572,368526,280774,27801,703.742729879173
"611",6,2011,36509320,14594029,2122666,9257576,555666,2535430,27251744,1567000,12058599,5697141,2073838,480053,1360929,181069,263031,2238344,815846,186600,16377337,7104975,851620,0.164382740363391,0.0459051655260796,0.081966910392765,1036440,164423,81654,5589292,1758364,162435,1353.19066754398
"811",8,2011,4930115,3456876,185797,1220883,52516,706859,3709232,133281,2750017,649874,220673,50237,307994,20469,68111,246079,154347,15888,2470224,1848380,82562,0.0827884233206138,0.0342721227727277,0.0819981658305012,84911,31829,5996,772888,504560,17633,1058.84845764648
"911",9,2011,3454522,2462476,339677,810616,97721,494704,2643906,241956,1967772,346895,113387,72383,141805,29419,29253,192597,113723,30493,1729090,1287511,154986,0.0924733279334978,0.0572169237842976,0.149556702001655,54834,20474,12180,511088,375367,30060,1183.43427672956
"1011",10,2011,875170,574602,183455,205286,53816,109148,669884,129639,465454,105659,38728,35847,46080,15708,11304,40928,23453,11374,416809,287150,80003,0.105176846329367,0.083503911548915,0.12185914611128,21121,8144,7969,110544,72277,16163,1100.08854060655
"1213",12,2011,18427722,10679232,2874916,3980373,847214,1817288,14447349,2027702,8861944,2981154,955197,813863,1179386,339737,265464,1149737,570799,263555,8076524,4739124,1162601,0.116567141280926,0.0728701113414629,0.175789258953663,396019,134854,132762,2151251,1152858,251108,1116.88204135103
"1311",13,2011,9459983,5305943,2858826,2481755,848368,1169028,6978228,2010458,4136915,1698850,624027,746670,611164,307398,161890,557881,248479,243118,4227322,2498864,1177704,0.136798245209964,0.105142150184683,0.141563681418178,265025,91927,131563,1352073,794987,266358,925.864859956695
"1511",15,2011,1318942,294747,19515,302548,4750,40376,1016394,14765,254371,142822,46563,2839,30641,843,5132,50036,10915,1403,656648,162113,10808,0.0803053248904835,0.0322707144588134,0.0206624605678233,57181,2076,260,183154,28271,2858,1566.14718406042
"1611",16,2011,1541161,1296463,8875,427035,3461,327814,1114126,5414,968649,235394,82727,2016,168476,736,50041,71752,57112,977,686657,592328,3272,0.0951782010501548,0.0622475140769139,0.176167139540882,27405,18248,108,285632,231335,457,804.65371875941
"1711",17,2011,12533268,7977544,1776361,3111926,514710,1649913,9421342,1261651,6327631,1764807,638787,525922,710081,217506,185048,718180,385629,172750,5911450,4041749,651878,0.109833637249978,0.0597793114282707,0.138435109679446,275396,79816,97789,1881684,1189176,108046,991.993221513037
"1811",18,2011,6302015,5147795,556809,1597631,174311,1183556,4704384,382498,3964239,961211,354885,176094,616794,79684,192769,336181,252919,51565,2912112,2469354,212807,0.110564740958485,0.0960226932428057,0.135182309421003,125041,83079,21960,916435,755675,41273,800.372816058108
"1911",19,2011,2950168,2617403,80523,722025,28981,588880,2228143,51542,2028523,369583,128293,30218,275603,15048,80436,100304,83002,6007,1521929,1385901,31008,0.0768986956623068,0.0616002668855458,0.138766685939818,34355,24137,1718,451754,397896,5145,719.470919702153
"2011",20,2011,2775230,2172383,155061,721322,48351,495072,2053908,106710,1677311,377993,139242,45004,220748,20978,61898,107751,72127,13639,1381120,1131425,66065,0.089316162894402,0.0589617756905517,0.100798553563357,49533,26449,6457,438538,335993,10063,801.542823598474
"2115",21,2011,4218755,3657158,318560,1021351,95018,825339,3197404,223542,2831819,805024,282209,106150,627808,45789,198790,211947,172192,27404,1825353,1608882,125725,0.157313540651886,0.154424076422025,0.144689395835886,101127,78316,12149,556146,486629,22428,730.148283207568
"2213",22,2011,4409936,2679318,1391849,1114461,421326,585620,3295475,970523,2093698,833858,306938,453172,311386,195409,83423,199347,92291,93607,1984893,1280404,550437,0.153337239366363,0.120905520625949,0.211084874136779,146528,48988,85052,536016,375349,103916,844.314992428067
"2311",23,2011,1292793,1223208,14282,272898,6474,245575,1019895,7808,977633,174977,52862,5837,155069,3089,43069,52322,49213,819,638328,612958,4365,0.0826863093502621,0.0809412904803589,0.164809062671295,14453,12076,379,153187,143352,2437,833.484743526307
"2411",24,2011,5642949,3088876,1652798,1346134,439703,625904,4296815,1213095,2462972,554550,182319,250338,193875,97023,42280,269458,114143,114947,2895171,1639769,803668,0.0977670607253148,0.0667225654806496,0.102839761143592,136404,39689,68107,780359,453845,153866,1325.15545528052
"2511",25,2011,6314686,4829013,420718,1408528,121566,952485,4906158,299152,3876528,705883,210519,91661,366342,36265,76630,333045,232044,37768,3206359,2552589,189931,0.0909076680817286,0.0626895158785496,0.141762266059686,90027,49809,11877,906420,704260,41511,1187.17082222678
"2611",26,2011,9655109,7418314,1337923,2323029,384007,1597848,7332080,953916,5820466,1592011,550771,460086,917311,185648,262544,684020,464531,158370,4153330,3378031,437584,0.0932603378309124,0.0789471099176665,0.138600166948109,169611,84599,54734,1352691,1089317,80149,867.026741827261
"2711",27,2011,5176866,4305719,253376,1275462,89810,939612,3901404,163566,3366107,590632,195767,95831,345446,41814,82882,222627,168350,24832,2685118,2335503,98525,0.0664970053246878,0.0471786356773833,0.154863415087904,58690,31225,6931,843614,691581,27607,903.082960477256
"2811",28,2011,2876958,1679108,1059265,752003,330808,371340,2124955,728457,1307768,645061,242044,382308,225973,161548,63755,150352,65641,78305,1187092,748764,381812,0.166974968936002,0.127735985564979,0.226400210798767,114489,34874,72274,336220,235099,73876,740.895458718073
"2911",29,2011,5815213,4718768,656672,1412007,193622,1053334,4403206,463050,3665434,901310,312328,192307,600699,79253,182547,280803,196936,62882,2739234,2295540,262068,0.108697395084578,0.0988866192605064,0.138529110111879,111194,68492,28733,803117,677508,40558,782.718967517401
"3011",30,2011,962245,845751,3551,221662,1338,177464,740583,2213,668287,139102,46022,719,105189,458,30066,37060,29326,42,471869,428039,1632,0.0664561377398681,0.058105922609421,0.0673952641165756,15638,7930,101,135198,118509,133,747.309310407902
"3111",31,2011,1777238,1461000,77559,454657,25709,331032,1322581,51850,1129968,222698,80202,25181,138824,11925,38298,60495,41972,7093,935744,801498,33555,0.0791084412696036,0.0486110265372484,0.136383243865031,25470,12320,2466,291910,237444,7831,762.587542250121
"3211",32,2011,2668005,1443272,212960,663395,60315,261961,2004610,152645,1181311,389459,140776,50056,142576,20972,31369,181272,91974,18450,1219214,698623,88157,0.130771910978583,0.061079378889036,0.0880609785774282,63628,19587,8145,371816,160049,18433,1131.4943635685
"3311",33,2011,1276952,1179097,13308,284539,4113,249480,992413,9195,929617,107869,31586,3501,90567,1557,24312,53912,47887,808,679418,637421,6888,0.0704195469167066,0.0661063692631314,0.128474042999476,16196,13901,414,188979,169715,1215,1092.46945531147
"3411",34,2011,8605451,5108858,1127590,2052086,308566,1056908,6553365,819024,4051950,861348,301738,212473,288939,85900,74646,482214,256785,94603,4154370,2542807,494822,0.100920828717989,0.0613918166953831,0.123173917737234,150017,49071,43751,1340504,831533,99144,1317.43113897262
"3511",35,2011,2019008,818801,39169,516087,11128,136769,1502921,28041,682032,405693,153707,8961,88749,3334,18586,95625,29953,1745,878045,395801,17538,0.148989362200958,0.0470834943603842,0.099679418679205,61797,8149,1571,260216,88119,3272,813.005425243338
"3611",36,2011,18802081,10968516,2891857,4289302,754753,2191095,14512779,2137104,8777421,2807019,938549,650631,1039913,251614,284793,920185,448704,206187,8891610,5466260,1233307,0.126820636776945,0.0656905022502575,0.149551183142056,379990,101604,124088,2555134,1627708,219276,1203.15953645315
"3711",37,2011,9297439,6088208,1960172,2272825,542790,1257139,7024614,1417382,4831069,1598678,563791,531625,704344,212005,179310,544364,303747,170961,4210960,2900421,804349,0.13580363322568,0.100226873733331,0.166339816857723,209016,82584,82479,1253585,845402,148320,839.345248284566
"3811",38,2011,649533,578075,6570,148568,2181,121745,500965,4389,456330,73333,19393,2727,52675,1532,10724,12461,9366,412,361225,332212,3107,0.0831172788804689,0.0766655740497459,0.203975535168196,7414,3436,248,101009,90100,775,664.013740458015
"3911",39,2011,11230621,9139824,1333853,2712125,392112,2018937,8518496,941741,7120887,1798935,649660,453728,1154801,194275,358555,632051,461702,130514,5180035,4384753,502454,0.097731524742188,0.0883879501325502,0.140323371397054,206100,132422,47747,1536989,1305698,85699,803.75432618004
"4011",40,2011,3645656,2508763,255830,926430,77996,517961,2719226,177834,1990802,627449,231552,82044,326383,34297,93426,132462,79482,15276,1677608,1216726,104067,0.121826369359663,0.0966877124372538,0.112912206892285,85729,38072,11965,509139,316638,21108,752.884726941245
"4115",41,2011,3753002,2946093,65488,860970,19547,569725,2892032,45941,2376368,590203,190068,21332,386441,8961,99299,230086,179906,5610,1707783,1375064,26341,0.0896991556854787,0.0586465485010204,0.0912185707392913,59282,34756,1831,522321,360034,4635,978.241486658196
"4212",42,2011,12277009,9798642,1286218,2771438,373255,1973352,9505571,912963,7825290,1619260,534093,380278,931867,150969,243671,590100,416890,102465,5820004,4865149,487754,0.0960169486516599,0.0807401083997151,0.136152580895587,211824,109199,58901,1654737,1374750,82083,887.542509885172
"4411",44,2011,1009299,772325,60009,221879,18629,142053,787420,41380,630272,136665,43877,18447,69287,7518,15392,54394,36754,4400,499784,402268,25516,0.13314116547211,0.0991589708871768,0.211080897348742,15341,8361,2069,125989,95937,5617,1012.30419247261
"4511",45,2011,4496004,2895281,1242583,1075944,348885,596139,3420060,893698,2299142,824421,291226,376040,347732,151170,93026,270716,141150,110398,1970147,1339269,483224,0.138299348790303,0.104710871199463,0.19115745579536,124604,47569,63259,549491,391664,88036,845.047609743389
"4611",46,2011,781960,663303,9419,200286,3907,151203,581674,5512,512100,108326,38146,2900,62319,1280,16381,22626,13016,919,403426,365079,4160,0.0806518656412153,0.0668468003276237,0.239002267573696,15691,5260,484,126082,108188,1410,654.07855389422
"4711",47,2011,6202910,4707815,1015170,1489091,300439,1009093,4713819,714731,3698722,1101957,385229,302764,661934,128975,192624,332884,225117,85486,2767727,2159892,408850,0.14204823331025,0.131284916201117,0.152928471561615,161928,91982,50331,809974,643940,70534,806.17482084613
"4811",48,2011,24661839,11152427,2831599,6859444,835896,2318903,17802395,1995703,8833524,4431902,1791697,686932,1027775,280551,253418,1044684,398740,192373,11357595,5609425,1236491,0.174496210300765,0.0646237378673153,0.113736049537176,746862,172944,127419,3964624,1574191,258976,925.739324529883
"4911",49,2011,2726055,2190787,28708,864995,12348,654146,1861060,16360,1536641,354217,134711,7396,219085,3364,72313,113634,82139,1574,1243994,1025413,10379,0.0765449233982366,0.0410165422950477,0.17601146862058,61752,37864,2136,629333,504985,3293,969.822008679479
"5011",50,2011,600482,567112,4917,127406,1810,116203,473076,3107,450909,67035,19247,1901,60685,705,16659,22593,21526,125,322839,307926,2301,0.0714624358286721,0.0708110395316987,0.00326340326340326,5999,5448,100,78143,73159,328,976.126114229119
"5113",51,2011,7775343,5052463,1485355,1844288,401649,1047484,5931055,1083706,4004979,875434,286329,283784,430477,115604,103997,303893,162649,92195,3883865,2588149,688691,0.112152255589645,0.0885128281800312,0.15525523044812,161617,69733,60149,1134700,747065,134117,1230.20097764099
"5311",53,2011,6604605,4790304,226006,1574400,64709,956181,5030205,161297,3834123,879845,293051,57561,492284,23776,122327,346536,240447,18510,3120454,2352745,97493,0.0836717258108517,0.0493571866382899,0.0942104513313487,104834,50472,7997,982669,645566,23941,1100.3932532963
"5411",54,2011,1803170,1686172,49956,383467,11766,346840,1419703,38190,1339332,329442,99175,14769,296945,5042,86530,70034,64390,2209,751359,708537,19371,0.153727822046751,0.15435215474328,0.11186992888694,40989,35290,1570,219719,206618,3482,672.722472831659
"5511",55,2011,5540074,4625738,334912,1329725,116714,980336,4210349,218198,3645402,731952,255628,130942,455265,60655,121798,253448,190699,31559,2802303,2448629,122458,0.0788271326828488,0.058342627961942,0.174298936317171,63220,31124,14661,811051,676344,20319,828.454554621849
"5611",56,2011,550396,473519,3815,135469,884,106310,414927,2931,367209,59975,21146,842,44524,406,13680,16714,13289,281,285399,253862,1722,0.0627355041898656,0.0524630750814532,0.105311778290993,8498,4884,236,86726,70658,448,846.391551827442
