"","state","year","entered","entered.nkin","bent","went","cl","bcl","wcl","pl.pre-adopt","pl.foster.rel","pl.foster.non.rel","pl.grphome","pl.inst","pl.indliv","pl.awol","pl.trialvis","b.pl.pre-adopt","b.pl.foster.rel","b.pl.foster.non.rel","b.pl.grphome","b.pl.inst","b.pl.indliv","b.pl.awol","b.pl.trialvis","w.pl.pre-adopt","w.pl.foster.rel","w.pl.foster.non.rel","w.pl.grphome","w.pl.inst","w.pl.indliv","w.pl.awol","w.pl.trialvis","cg.reunify","cg.other.rel","cg.adopt","cg.long.fc","cg.emanc","cg.guard","cg.noplan","cg.na","b.cg.reunify","b.cg.other.rel","b.cg.adopt","b.cg.long.fc","b.cg.emanc","b.cg.guard","b.cg.noplan","b.cg.na","w.cg.reunify","w.cg.other.rel","w.cg.adopt","w.cg.long.fc","w.cg.emanc","w.cg.guard","w.cg.noplan","w.cg.na","prtsjail == 1"
"376",22,2007,3633,2302,1762,1735,12274,4287,4125,468,2287,3726,356,743,43,133,874,204,1034,1839,219,465,30,80,406,257,1194,1773,127,269,13,50,441,6612,175,1209,567,57,21,0,0,3245,80,572,349,34,7,0,0,3172,92,617,207,23,14,0,0,128
"377",23,2007,846,589,65,708,3747,172,2499,460,462,1055,326,68,75,29,346,24,20,87,15,4,4,0,18,403,409,873,293,59,66,27,293,905,88,869,97,406,92,161,0,53,6,49,5,15,6,22,0,775,70,764,88,366,75,118,0,105
"378",24,2007,2671,1761,1739,766,14308,8467,2715,326,3698,4070,1634,306,158,201,800,180,2958,2812,1152,198,110,155,535,128,629,1085,425,95,33,38,217,3898,882,2046,1497,783,1466,411,0,2536,743,1424,1204,574,1268,250,0,1157,120,524,271,183,171,125,0,207
"379",25,2007,6413,5252,1319,3184,23112,3603,8274,671,2830,6093,1608,1033,197,443,3787,136,545,1443,378,225,40,119,706,354,1578,2694,828,561,114,150,1978,8591,3,3446,1417,2008,901,92,0,1739,1,777,318,493,207,20,0,4349,2,1638,696,973,477,47,0,188
"380",26,2007,9114,5186,3979,4504,38495,14539,13081,3115,9965,8290,56,3750,1269,519,2417,1389,5015,3843,21,2203,724,330,1014,1542,4396,3907,32,1344,496,142,1222,15531,1162,7897,1565,2797,429,0,0,7462,764,3873,730,1556,154,0,0,7061,353,3577,747,1100,243,0,0,753
"381",27,2007,7756,6526,2028,3783,21977,3771,7067,1423,2335,4838,1537,2924,19,434,711,391,620,1243,307,898,8,171,133,800,1060,2397,901,1386,7,134,382,11114,322,1081,1073,116,23,212,0,2959,79,335,241,22,2,46,0,5486,131,546,599,68,12,126,0,430
"382",28,2007,2283,1356,1117,1107,7654,2821,2431,55,1847,1531,538,240,12,83,1047,26,915,847,277,128,6,56,554,28,907,634,247,112,6,27,464,3045,336,1196,63,347,377,0,0,1521,219,619,39,215,203,0,0,1444,114,548,22,128,173,0,0,220
"383",29,2007,5260,4056,1314,3655,20649,4480,10250,2155,2807,4663,78,2140,562,279,2700,606,827,1440,10,725,272,143,456,1461,1883,2977,61,1334,274,123,2133,8327,133,3456,0,2172,585,124,0,2176,50,1049,0,829,165,35,0,5737,82,2261,0,1285,399,82,0,781
"384",30,2007,1075,818,25,584,4035,80,1665,32,787,1309,394,43,18,18,359,0,21,39,10,0,0,0,10,28,400,720,251,27,16,9,214,1864,71,555,299,11,128,26,0,48,0,24,3,0,3,2,0,971,23,381,211,7,57,12,0,83
"385",31,2007,3575,2932,547,2173,13154,1565,5898,317,1538,2975,860,702,209,202,2775,57,252,510,155,149,38,54,350,198,927,1766,499,422,143,98,1844,6197,0,1162,1,698,619,308,0,956,0,196,1,126,129,47,0,3885,0,728,0,453,333,185,0,233
"386",32,2007,3703,2640,1083,1656,12411,2511,4048,123,2402,2660,298,878,93,176,2015,12,765,731,130,274,26,44,509,85,1044,1328,132,379,53,88,917,3835,659,2245,223,473,47,267,0,1042,220,639,88,143,17,90,0,1722,278,1125,91,271,26,116,0,725
"387",33,2007,570,468,47,441,2206,129,1256,0,256,957,352,60,7,4,0,0,19,71,32,6,1,0,0,0,210,730,263,45,5,3,0,489,33,425,229,0,34,426,0,39,2,38,14,0,1,35,0,373,28,333,169,0,28,325,0,3
"388",34,2007,5710,3999,2429,1692,21848,8229,4344,181,3770,8550,1198,1871,394,13,0,109,1801,4276,714,986,242,8,0,44,1097,2245,273,542,101,2,0,7337,694,4530,691,932,656,926,0,3177,427,2604,425,593,408,386,0,2221,140,1060,185,210,166,287,0,257
"389",35,2007,2268,1943,135,640,6844,312,1273,579,603,2229,284,94,101,91,595,44,28,177,17,7,11,3,25,146,144,637,82,25,30,21,188,1837,18,1317,58,217,42,1059,0,98,0,119,11,22,3,58,0,547,9,338,16,72,16,271,0,453
"390",36,2007,13225,10653,5805,2975,56261,20219,8449,4371,7224,18374,2854,7384,0,743,2069,1961,4090,8335,1346,3069,0,368,1041,805,619,4030,640,1988,0,59,307,22908,983,10162,0,4704,1472,2481,0,10517,489,4830,0,2302,721,1193,0,4937,177,1733,0,872,238,453,0,0
"391",37,2007,6021,3901,2416,2931,22633,7290,7642,1397,4128,6806,926,754,40,229,1940,575,1872,3069,419,302,17,109,781,724,1868,3041,451,400,23,93,853,9626,594,4349,0,444,1351,129,0,4027,293,1974,0,236,651,59,0,4526,255,2006,0,183,560,57,0,300
"392",38,2007,901,753,58,569,3055,102,1339,254,401,717,87,443,0,14,221,32,15,40,2,8,0,0,5,141,281,413,60,280,0,5,147,1111,83,442,213,52,60,22,0,47,2,41,4,2,0,0,0,742,38,248,122,30,38,11,0,54
"393",39,2007,11007,7886,4457,5976,37412,11267,14022,2103,5741,14144,1067,2245,220,566,319,867,2448,5823,491,1049,145,349,95,1146,3085,7606,548,1143,71,203,220,11343,0,4513,2138,1252,0,2640,0,4887,0,2100,1080,683,0,1073,0,5936,0,2218,998,539,0,1380,0,356
"394",40,2007,6767,4721,1657,3646,25169,4756,9729,1830,4030,5951,1415,682,14,192,4192,420,1267,1348,456,238,2,54,951,1029,2066,3012,687,357,9,97,2430,9205,476,4973,287,793,134,2065,0,2184,161,1374,107,232,44,536,0,5029,238,2480,133,444,66,1076,0,629
"395",41,2007,4604,3825,705,2665,19593,2072,8938,1486,2114,5589,152,737,40,395,4476,123,333,876,22,105,4,86,523,882,1220,3215,107,496,29,241,2748,8702,28,3309,2338,241,371,0,0,1216,3,375,380,43,55,0,0,5115,19,1931,1505,159,209,0,0,33
"396",42,2007,14459,11717,6399,6135,48628,15815,14236,1132,7068,14317,4502,5511,570,254,815,488,3738,5826,1934,3169,385,109,166,480,2553,6618,2109,1692,137,107,540,23177,989,5183,1229,2493,888,210,0,10605,406,2334,425,1518,483,44,0,9622,513,2231,693,716,339,122,0,770
"397",44,2007,1698,1292,438,819,5955,1174,2083,49,1161,1275,1386,56,252,77,0,16,342,359,345,18,67,27,0,19,576,597,695,27,134,34,0,2053,92,583,342,413,18,397,0,572,34,207,73,102,5,101,0,994,42,230,217,227,7,191,0,97
"398",45,2007,3767,3287,1782,1783,12361,4369,3856,737,1001,4664,641,1349,26,176,0,352,494,2495,266,659,17,86,0,353,461,1964,338,650,8,82,0,4656,443,2134,533,724,101,0,0,2209,249,1108,329,423,49,0,0,2200,173,957,190,289,46,0,0,65
"399",46,2007,1392,1124,94,440,4365,195,999,236,492,1101,0,565,19,3,557,10,20,76,0,40,2,0,47,105,147,330,0,215,4,0,198,965,112,486,331,22,43,1014,0,79,0,24,26,0,0,66,0,307,27,204,132,7,4,318,0,214
"400",47,2007,6411,5632,1855,4114,21131,4709,9101,1330,1468,6345,666,1224,19,394,3274,440,421,2073,266,493,3,163,850,801,978,3809,371,682,15,186,2259,9741,1452,2844,125,0,45,401,0,2811,694,1037,38,0,13,99,0,6316,678,1643,82,0,30,266,0,238
"401",48,2007,15222,9228,4049,4766,61206,12788,14678,4942,13071,12867,2802,3684,220,820,7182,1330,3938,3836,767,1063,75,213,1430,1482,4056,3892,904,1275,66,221,2639,15562,3106,16037,3372,2528,463,1661,0,3384,1008,4998,1146,848,152,495,0,5079,1073,4747,1252,874,175,440,0,1399
"402",49,2007,2130,1806,128,1313,6670,300,2882,469,520,2047,140,508,179,106,571,45,17,137,7,50,10,4,30,280,358,1258,100,346,127,49,364,2278,149,885,1038,19,72,79,0,136,13,80,61,0,2,5,0,1438,92,537,698,13,43,52,0,539
"403",50,2007,618,537,18,581,2588,61,1857,106,237,896,268,37,39,7,380,2,4,29,8,2,2,1,13,102,228,846,251,33,35,6,356,1205,5,421,120,67,3,149,0,34,0,13,4,0,0,10,0,1131,5,403,112,67,3,136,0,16
"404",51,2007,3629,3250,1542,1784,14814,5149,5186,1576,776,5220,938,1631,565,169,237,745,297,2391,486,703,305,102,96,716,428,2375,403,834,220,57,117,3972,966,2337,1383,1775,1,644,0,1631,463,1121,718,912,1,263,0,1994,444,1053,584,734,0,322,0,271
"405",53,2007,6998,4866,852,4168,24355,2618,10233,302,5382,7663,601,880,15,248,2266,35,902,1111,132,144,1,52,241,206,3014,4547,358,507,10,139,1452,12012,307,3670,368,112,729,153,0,1700,71,577,85,19,140,25,0,7138,148,2269,183,76,323,92,0,456
"406",54,2007,3094,2576,335,2694,10075,849,5977,662,706,2661,1794,266,78,67,675,93,82,331,219,23,10,14,69,553,611,2263,1532,242,67,51,595,4337,301,1399,19,511,374,0,0,495,33,200,4,60,48,0,0,3746,260,1164,15,446,320,0,0,190
"407",55,2007,5420,3852,1730,2823,17880,4623,6078,528,3591,5838,1241,1050,0,162,50,161,1475,2143,460,272,0,105,7,292,1609,2835,636,628,0,38,40,6211,519,1722,1170,297,539,1346,0,2145,236,816,443,164,303,349,0,3142,219,675,615,108,182,753,0,234
"408",56,2007,1050,877,47,776,3267,97,1708,26,352,607,252,517,26,14,352,4,16,27,2,24,4,1,18,20,257,461,193,398,20,9,289,1388,22,182,47,69,60,206,0,60,1,8,2,3,3,7,0,1077,16,148,35,62,43,135,0,1
"409",72,2007,2203,1285,305,12,10067,1361,55,318,2495,2853,105,438,189,203,1263,64,384,495,24,87,51,46,210,2,24,15,0,4,0,3,7,2979,1510,1295,646,1022,49,363,0,510,250,216,124,219,9,33,0,22,17,6,3,5,1,1,0,239
"410",1,2008,3580,2846,1438,1987,14047,4643,5405,718,1665,4785,279,1348,63,342,1122,295,616,2196,146,729,30,181,362,398,1004,2338,122,596,32,149,710,4796,1498,1948,2014,0,0,211,0,1934,703,790,1106,0,0,110,0,2639,740,1070,861,0,0,95,0,107
"411",2,2008,895,635,76,260,3752,262,876,420,703,998,0,163,2,25,546,47,61,104,0,12,0,5,33,137,209,282,0,51,0,8,189,1298,10,969,53,65,151,311,0,79,0,114,5,7,19,38,0,415,3,284,14,23,62,75,0,132
"412",4,2008,8099,5396,1209,3151,25102,2359,6948,601,5128,7438,1470,1403,158,437,105,66,645,1039,229,261,20,53,9,219,2010,3193,632,502,76,150,47,8004,510,3702,365,1332,101,2021,0,1064,65,484,65,202,13,320,0,3296,161,1616,148,614,59,670,0,139
"413",5,2008,3772,3525,1125,2327,10968,2390,4305,559,541,3686,271,1050,30,119,931,179,195,1277,84,327,12,50,266,345,333,2124,169,640,13,60,615,4695,275,1009,0,536,35,473,0,1430,137,392,0,205,9,148,0,2931,127,576,0,296,24,267,0,712
"414",6,2008,36590,27706,8628,8673,145761,29452,25498,10252,27609,43106,6616,5992,448,6175,8973,2270,8010,11693,2157,1737,139,1795,1651,2767,5369,10663,1894,1398,154,1302,1951,31932,4217,24707,11310,5100,10750,20735,0,6982,1980,5765,3614,1842,4455,4708,0,7757,712,6096,2999,1306,1910,4647,0,647
"415",8,2008,6694,5113,1173,2939,20984,2469,6461,1307,2273,5418,572,3798,237,166,317,185,395,923,115,708,35,37,32,629,947,2436,285,1730,118,42,176,9166,640,1635,2197,289,57,25,0,1527,109,280,445,51,11,6,0,4094,258,767,1034,149,28,8,0,661
"416",9,2008,2672,1615,927,935,10995,3099,2779,535,822,2318,473,883,5,37,132,172,320,876,181,329,1,19,43,187,315,734,154,299,1,5,49,2433,696,1841,0,1942,66,0,0,899,297,643,0,775,35,0,0,785,234,652,0,642,13,0,0,250
"417",10,2008,627,516,367,193,2350,1034,540,133,235,767,138,189,1,17,240,79,124,478,80,129,1,10,132,43,89,231,48,46,0,5,76,697,36,365,395,0,76,53,0,408,21,233,234,0,48,31,0,213,14,109,140,0,20,12,0,18
"418",11,2008,712,505,506,7,3599,2600,21,329,504,1223,232,191,230,109,0,310,443,1086,199,179,218,104,0,7,4,8,0,2,0,0,0,737,6,605,939,23,341,46,0,579,3,582,906,21,327,29,0,4,1,10,2,0,1,0,0,29
"419",12,2008,15838,7453,6037,7707,56887,16782,19372,4285,18310,12880,1959,2997,112,492,9,1598,7281,5297,954,1416,49,183,3,2228,8939,5854,811,1272,45,214,5,19805,747,11280,3366,0,4649,1171,0,7609,403,4628,1739,0,1919,475,0,9507,280,5415,1294,0,2327,529,0,1947
"420",13,2008,6722,5115,3539,2646,25567,9851,7773,1454,4071,8530,1162,1864,0,245,1182,641,2266,4478,662,988,0,159,467,717,1675,3346,435,787,0,74,616,8970,1467,2832,517,1042,83,3934,0,4542,919,1339,289,555,54,2153,0,3784,466,1342,208,451,24,1498,0,723
"421",15,2008,1381,953,96,599,4656,199,1496,168,1119,1596,130,159,0,82,0,10,56,111,10,8,0,4,0,68,515,757,41,74,0,31,0,1877,111,601,219,3,127,125,0,125,2,34,8,1,6,6,0,841,61,274,110,1,45,51,0,80
"422",16,2008,1351,1126,48,1020,4547,95,2399,380,515,1697,135,225,0,20,224,20,7,52,6,7,0,0,3,265,392,1251,109,184,0,17,181,1617,95,786,25,130,31,455,0,43,2,31,0,4,1,12,0,1236,58,565,21,106,23,341,0,296
"423",17,2008,5843,3374,2710,2565,29482,13604,8034,1918,7168,7461,275,1678,2413,198,2519,1149,3890,4334,173,1056,1765,137,1095,618,2705,2480,75,487,479,38,1151,6272,0,5600,442,6125,2044,3156,0,2807,0,3012,303,4279,1314,1889,0,2836,0,2176,98,1414,560,950,0,2
"424",18,2008,9419,7468,2869,5847,29556,6755,11956,0,3517,11017,536,2592,196,116,2143,0,1120,3799,130,940,87,50,624,0,2230,6320,379,1500,102,56,1354,11151,284,4344,1578,0,535,2245,0,3487,116,1740,601,0,159,652,0,6823,148,2328,876,0,346,1435,0,762
"425",19,2008,4541,3760,762,2918,16816,2039,8240,1184,1320,2520,1321,406,165,94,5265,257,219,432,236,66,38,20,771,715,870,1691,916,302,114,54,3578,6848,525,1975,1500,0,124,0,0,1107,66,429,247,0,15,0,0,4639,359,1217,1102,0,96,0,0,176
"426",20,2008,3513,2637,692,2517,13576,2180,6938,1029,1856,3756,154,551,93,180,2443,259,395,817,53,130,26,57,443,714,1318,2565,87,358,57,91,1747,6054,5,2607,0,896,501,0,0,1187,1,697,0,179,116,0,0,4272,4,1698,0,616,348,0,0,334
"427",21,2008,5763,4631,1014,4361,18525,2636,9366,1885,1878,5054,85,2039,178,240,1403,413,271,1020,32,452,49,81,318,1327,1519,3713,50,1495,118,152,992,7160,281,2847,479,686,15,0,0,1390,76,660,111,210,3,0,0,5338,196,1998,341,463,12,0,0,506
"428",22,2008,3403,2236,1741,1526,11934,4281,3988,543,2103,3672,375,617,47,124,1030,201,981,1859,263,351,37,77,493,333,1069,1679,101,255,10,39,501,6499,120,1333,518,47,14,0,0,3282,57,597,312,29,4,0,0,2993,62,710,195,18,10,0,0,143
"429",23,2008,897,523,66,749,3740,182,2447,434,537,940,252,55,70,40,378,27,34,69,11,3,3,4,21,360,464,797,230,51,63,31,330,899,72,866,77,326,105,165,0,59,7,52,3,10,9,11,0,766,59,749,68,307,89,139,0,114
"430",24,2008,2699,1792,1723,767,13743,7958,2580,294,3415,4111,1334,396,162,198,853,146,2700,2850,934,273,119,147,564,126,593,1046,342,112,36,41,237,3712,1142,2024,1241,812,1163,514,0,2323,958,1372,1001,627,1010,337,0,1150,153,558,219,161,128,133,0,182
"431",25,2008,6688,5476,1549,3119,23590,3889,8086,709,2867,6075,1613,1021,158,413,4019,136,592,1575,392,247,45,103,794,373,1583,2558,826,529,82,140,1981,9499,711,3380,501,1542,1015,97,0,2088,166,794,124,437,239,12,0,4528,351,1672,245,687,505,47,0,181
"432",26,2008,8715,5116,3959,4108,38266,14854,12863,3239,9248,7272,33,3932,1379,528,3920,1453,4691,3323,12,2489,804,352,1730,1597,4051,3391,21,1214,529,144,1916,15470,1095,7838,1674,2973,501,0,0,7755,703,3677,823,1723,173,0,0,6689,349,3706,727,1094,298,0,0,242
"433",27,2008,7190,6200,1943,3342,20726,3738,6421,1422,1926,4725,1493,2826,19,334,791,423,551,1209,339,904,5,155,152,740,790,2233,847,1303,9,92,407,10827,272,958,843,89,31,233,0,3029,65,277,180,27,2,55,0,5057,109,483,467,48,15,140,0,398
"434",28,2008,2098,1704,1053,960,7494,2813,2424,43,1248,1877,624,250,12,114,1221,25,599,1046,333,153,5,65,586,17,632,767,276,92,7,40,587,3014,375,1314,56,329,308,0,0,1494,234,677,36,205,167,0,0,1413,135,596,20,119,141,0,0,209
"435",29,2008,4557,3485,1227,3110,16775,3689,8016,1777,2207,3727,59,1674,525,211,2035,521,666,1251,7,571,247,111,315,1180,1483,2298,47,1044,257,93,1611,6156,666,2577,17,1895,266,276,0,1568,206,857,4,773,73,66,0,4303,446,1599,11,1069,187,188,0,510
"436",30,2008,1022,738,41,542,3746,88,1500,22,700,1265,320,41,17,28,331,3,23,43,11,0,0,1,7,17,367,666,196,28,14,15,197,1748,51,557,236,3,108,16,0,64,0,19,3,0,1,1,0,897,22,364,163,1,46,5,0,71
"437",31,2008,3341,2724,538,1982,12393,1538,5423,232,1430,2775,796,685,180,182,2768,32,240,524,165,148,27,56,346,152,831,1593,442,406,123,69,1804,5892,0,1215,0,719,612,221,0,987,0,219,0,135,87,47,0,3566,0,735,0,455,366,114,0,159
"438",32,2008,3344,2541,996,1373,11729,2507,3716,101,2122,2765,290,657,81,155,2183,13,723,814,95,166,18,37,628,69,847,1291,145,305,49,70,928,3817,438,2539,245,484,35,288,0,1088,129,810,76,147,10,98,0,1688,190,1122,119,259,21,106,0,557
"439",33,2008,571,461,48,427,2153,131,1208,0,250,969,305,43,6,9,0,0,21,83,20,4,1,2,0,0,203,730,233,32,3,7,0,575,17,408,214,0,41,327,0,44,2,37,12,0,5,31,0,438,15,325,163,0,28,239,0,2
"440",34,2008,5217,3273,2389,1471,19245,7465,3655,324,5535,6284,369,1290,129,97,0,184,2716,3530,219,677,72,67,0,85,1704,1384,84,354,30,14,0,4808,547,4303,539,723,226,1731,0,2293,323,2606,341,438,130,729,0,1327,132,1049,131,170,57,536,0,364
"441",35,2008,2139,1855,132,530,6656,309,1175,639,601,2087,310,94,87,67,632,46,35,163,14,8,10,6,27,191,150,509,72,25,14,13,201,1788,11,1342,55,197,41,1065,0,106,0,119,8,21,2,53,0,499,7,341,13,57,10,248,0,415
"442",36,2008,13506,10964,6083,2908,56337,20345,8028,4158,7602,18430,2798,6956,0,718,2127,1954,4282,8409,1280,2888,0,390,1118,718,633,3896,629,1809,0,39,297,24424,1015,9403,3,4940,690,1967,0,11416,531,4516,2,2432,317,956,0,4992,155,1534,0,825,128,335,0,155
"443",37,2008,5096,3406,2101,2490,20528,6779,7172,1138,3740,6449,881,725,43,205,1850,464,1687,2967,403,290,22,102,700,571,1765,2800,424,385,21,82,912,8768,547,4207,0,401,1287,125,0,3647,258,1943,0,211,622,53,0,4234,235,1906,0,164,534,60,0,229
"444",38,2008,942,805,72,587,3061,128,1334,280,288,695,64,465,0,8,297,40,15,33,12,13,0,0,13,170,187,409,41,291,0,2,223,1108,88,444,183,27,47,34,0,44,1,51,4,1,0,0,0,749,39,257,111,18,28,30,0,56
"445",39,2008,10168,7412,3973,5359,34675,10289,12800,2019,4944,13157,1002,2048,253,625,459,815,1968,5371,457,963,159,374,182,1096,2679,6933,502,1023,88,236,243,12286,0,4764,1972,1140,0,2142,0,5028,0,2104,957,640,0,843,0,6484,0,2462,948,473,0,1043,0,408
"446",40,2008,5893,4247,1498,3073,23487,4688,9047,1954,3617,5369,1425,664,12,172,4298,491,1180,1313,437,242,2,55,952,1050,1785,2648,684,317,8,82,2434,8786,494,5041,232,764,143,1886,0,2135,141,1508,83,246,35,494,0,4681,253,2429,109,402,78,975,0,581
"447",41,2008,4549,3629,705,2510,18443,2480,8221,1505,1987,5116,73,731,88,281,4105,210,372,1032,16,114,18,57,658,923,1127,2944,47,495,61,187,2434,8163,18,3006,2177,220,310,0,0,1447,2,488,441,42,60,0,0,4631,11,1825,1427,143,184,0,0,38
"448",42,2008,20174,16189,8756,8735,59783,18101,16614,1211,8439,16772,5146,5978,707,262,1094,516,4367,6596,2243,3566,465,115,233,515,3186,7880,2365,1641,186,100,741,28566,1054,5455,1221,2222,889,202,0,13059,440,2425,415,1271,427,64,0,11778,512,2433,683,700,391,117,0,1101
"449",44,2008,1488,1171,365,727,5550,1098,1962,32,1033,1296,1357,62,207,74,1,12,312,324,338,21,73,18,0,11,505,646,660,23,87,30,0,1915,92,647,305,376,34,361,0,499,34,217,62,119,6,76,0,955,30,280,191,178,21,169,0,74
"450",45,2008,3862,3304,1860,1770,12816,4510,4021,847,1167,4686,686,1358,13,197,0,381,597,2452,305,673,6,96,0,432,519,2013,327,636,7,87,0,4845,427,2275,520,747,137,0,0,2307,233,1139,334,426,70,0,0,2244,173,1059,178,306,59,0,0,62
"451",46,2008,1345,1088,99,458,4206,207,971,233,467,1045,0,560,17,7,532,18,20,78,0,52,0,0,39,108,155,289,0,202,8,0,209,768,107,510,287,13,35,1141,0,49,5,37,22,0,1,93,0,238,15,211,120,4,2,381,0,186
"452",47,2008,6144,5609,1790,3913,19816,4222,8535,1177,1109,5928,596,1279,16,320,3247,351,254,1810,236,518,5,141,907,734,793,3686,336,710,11,159,2106,9147,1229,2400,87,0,114,547,0,2540,557,833,27,0,44,163,0,5976,620,1394,55,0,68,349,0,170
"453",48,2008,13758,9045,3509,4622,57603,12377,13782,5328,10698,13404,2347,3512,271,825,6784,1406,3382,4125,616,1016,71,230,1338,1639,3196,3826,731,1341,107,228,2483,14313,2743,16182,2632,2823,414,1114,0,3258,893,5128,958,934,141,314,0,4565,824,4715,940,985,152,340,0,1358
"454",49,2008,2048,1668,151,1262,6786,328,2976,695,592,1800,103,560,171,103,713,44,34,118,8,58,6,7,52,420,414,1088,74,379,121,48,432,2161,155,956,713,283,73,298,0,158,9,62,42,19,6,23,0,1348,103,586,475,194,41,158,0,464
"455",50,2008,645,572,11,624,2558,51,1819,62,220,883,257,44,36,10,401,3,3,29,5,1,0,1,9,59,216,826,250,41,36,9,382,1159,3,365,125,79,2,180,0,31,0,14,3,0,0,3,0,1100,3,345,118,77,2,174,0,21
"456",51,2008,3221,2883,1337,1564,13380,4702,4621,1601,760,4839,796,1238,575,143,152,711,288,2237,419,556,317,87,64,735,425,2175,328,597,216,44,82,3505,813,2202,1241,1653,0,641,0,1392,417,1070,659,863,0,258,0,1778,348,958,506,684,0,296,0,234
"457",53,2008,6453,4396,948,3814,23777,2759,10089,276,5373,7418,660,760,19,220,2598,51,943,1129,127,120,2,51,336,168,3030,4301,405,442,12,110,1621,11780,281,3812,382,177,700,163,0,1691,76,655,97,46,161,23,0,6973,129,2252,194,102,306,118,0,473
"458",54,2008,3264,2621,408,2800,10804,906,6501,708,954,2697,1746,213,93,100,955,104,90,352,237,13,9,14,83,591,852,2292,1480,199,83,84,853,4745,278,1530,0,481,429,0,0,578,24,188,0,55,51,0,0,4094,243,1308,0,422,370,0,0,168
"459",55,2008,4995,3511,1565,2550,17204,4553,5813,613,3647,5613,1086,1007,19,166,58,181,1464,2052,443,289,11,104,9,345,1628,2652,503,601,5,34,45,6405,472,1721,1061,267,540,1273,0,2270,198,800,411,150,293,289,0,3106,219,703,555,89,183,716,0,219
"460",56,2008,1124,969,58,853,3354,114,1705,21,338,626,239,557,26,12,326,5,9,48,12,21,4,1,12,14,263,479,172,429,20,6,252,1415,28,154,45,51,76,242,0,71,0,13,2,4,1,19,0,1088,21,117,35,40,66,168,0,3
"461",72,2008,1855,1075,216,7,9470,1181,49,255,2467,2937,125,491,115,156,1069,49,341,490,27,83,29,28,134,1,20,14,0,4,1,3,6,3252,1363,1209,644,753,44,350,0,465,210,196,121,152,10,27,0,25,12,4,3,4,1,0,0,187
"462",1,2009,3080,2207,1130,1692,12757,4301,4826,645,1933,3318,310,904,91,286,1858,268,758,1550,160,500,65,150,698,345,1052,1579,135,383,25,130,1023,3755,1346,1982,2586,2,0,0,0,1523,604,832,1339,1,0,0,0,1975,673,1029,1144,1,0,0,0,183
"463",2,2009,888,654,68,286,3702,241,874,539,615,940,0,120,4,20,576,53,44,79,0,7,0,3,55,152,185,294,0,34,2,5,202,1308,10,970,61,55,126,284,0,97,1,105,2,4,11,21,0,432,3,269,20,17,49,84,0,93
"464",4,2009,7526,4874,1027,2891,24455,2423,6659,570,5414,7729,1277,1115,116,390,93,65,670,1157,195,220,15,56,13,225,1962,3205,508,413,58,141,45,7875,492,4338,332,1262,72,1799,0,1094,75,580,57,197,23,295,0,3127,159,1786,132,583,29,580,0,207
"465",5,2009,4161,3690,1340,2569,11735,2538,4552,610,762,3799,299,1059,31,82,923,199,274,1296,82,353,10,27,291,363,455,2274,199,625,19,50,566,4861,270,1109,0,516,34,545,0,1529,102,447,0,184,12,169,0,3018,151,607,0,300,19,325,0,714
"466",6,2009,35243,26868,8258,8325,135041,27033,23006,9860,23749,40309,5810,5358,459,5657,8596,2255,6710,11142,1878,1540,146,1711,1651,2569,4697,9544,1667,1203,161,1157,2008,29351,3687,22344,10627,5031,9973,2990,0,6645,1670,5298,3430,1741,4025,827,0,7150,658,5489,2707,1291,1691,637,0,673
"467",8,2009,6167,4579,1090,2742,19751,2495,6024,1196,2341,4921,570,3786,219,46,311,196,431,922,144,705,41,9,22,581,948,2139,231,1731,106,12,182,9957,488,1060,1930,44,25,7,0,1800,95,195,375,6,2,0,0,4371,186,494,913,25,8,3,0,634
"468",9,2009,2467,1395,899,821,10200,2868,2572,546,634,2002,471,819,2,29,126,198,247,780,159,307,1,13,41,176,250,587,172,298,0,5,39,2498,543,1882,0,1693,60,0,0,912,241,658,0,675,29,0,0,822,195,656,0,565,12,0,0,242
"469",10,2009,445,348,251,151,1814,808,450,114,217,685,88,43,3,16,185,67,118,429,44,30,2,8,100,36,87,203,41,11,1,7,57,491,23,320,367,0,86,35,0,278,16,213,204,0,51,20,0,162,6,88,140,0,30,11,0,21
"470",11,2009,624,483,513,3,3438,2585,17,355,484,1173,232,162,223,120,0,333,460,1065,189,156,214,111,0,7,4,5,0,1,0,0,0,796,7,590,827,17,363,36,0,684,6,563,792,15,349,17,0,4,0,9,3,0,0,0,0,52
"471",12,2009,14331,6767,5321,7121,49902,14206,16949,4017,15442,11619,2354,1642,130,362,1,1461,5933,4647,1173,809,60,122,1,2113,7657,5377,941,626,59,172,0,13679,622,9639,3004,0,3608,3691,0,5025,311,3875,1538,0,1500,1410,0,6681,254,4673,1147,0,1753,1871,0,2075
"472",13,2009,5902,4723,2962,2429,21735,8287,6390,1567,3161,6791,726,1824,8,217,1407,693,1725,3552,407,1028,4,140,647,760,1308,2598,272,720,4,58,637,7654,1452,2918,450,970,215,2174,0,3938,864,1398,264,524,137,1162,0,3129,515,1294,170,416,65,801,0,783
"473",15,2009,1321,817,99,625,4210,189,1381,141,1100,1257,161,136,0,74,0,1,55,113,10,8,0,1,0,84,510,629,54,63,0,34,0,1819,81,476,178,4,76,103,0,129,1,21,8,0,10,7,0,844,42,239,95,1,34,53,0,39
