"st","datayear","cl.blk","ent.blk","reun.blk","lifelos.blk","grp.inst.blk","kin.fc.blk","cl.white","ent.white","reun.white","lifelos.white","grp.inst.white","kin.fc.white","cl.nat.am","ent.nat.am","reun.nat.am","lifelos.nat.am","grp.inst.nat.am","kin.fc.nat.am","cl.latino","ent.latino","reun.latino","lifelos.latino","grp.inst.latino","kin.fc.latino","cl.asian","ent.asian","reun.asian","lifelos.asian","grp.inst.asian","kin.fc.asian","cl.unk","ent.unk","reun.unk","lifelos.unk","grp.inst.unk","kin.fc.unk","cl.haw.pi","ent.haw.pi","reun.haw.pi","lifelos.haw.pi","grp.inst.haw.pi","kin.fc.haw.pi","cl","ent","grp.inst","reun","lifelos","kin.fc"
"MT",2013,125,60,35,514.736,17,44,1741,764,517,512.391154508903,170,715,1322,524,297,615.889561270802,112,480,152,60,36,544.032894736842,13,57,6,4,0,279,1,1,38,20,13,382.078947368421,4,22,13,2,6,729.307692307692,0,9,3397,1434,317,904,553.131586694142,1328
"NC",2013,5387,2066,1037,671.947651754223,524,1460,6506,2601,1427,589.95096833692,688,1848,455,191,143,474.92967032967,16,200,872,347,174,617.538990825688,57,164,56,25,13,469.392857142857,4,9,90,53,24,379.166666666667,7,22,35,17,3,419.085714285714,4,9,13401,5300,1300,2821,618.436609208268,3712
"ND",2013,120,67,36,400.816666666667,29,8,1071,505,295,473.661998132586,230,159,673,298,152,589.970282317979,115,86,76,37,25,469.684210526316,19,11,11,8,4,278.818181818182,3,2,54,34,25,301.537037037037,13,9,7,2,2,420,2,0,2012,951,411,539,502.199801192843,275
"NE",2013,1626,471,442,804.486469864699,234,314,4077,1441,1234,658.832474858965,490,778,856,310,232,691.779205607477,87,236,911,335,313,607.795828759605,117,140,45,13,14,863.8,10,5,210,114,68,365.009523809524,40,37,19,4,7,604.526315789474,0,6,7744,2688,978,2310,680.143207644628,1516
"NH",2013,99,45,21,586.070707070707,23,13,960,462,204,576.438541666667,187,203,18,7,2,613.833333333333,4,6,96,41,21,516.479166666667,15,16,11,5,6,446.545454545455,1,2,94,39,27,651.851063829787,13,14,4,1,2,421.5,1,0,1282,600,244,283,577.148985959438,254
"NJ",2013,5668,2374,1609,645.317878468563,519,1635,3409,1591,1026,482.747365339578,252,1503,14,6,2,524.071428571429,2,7,2150,960,772,503.573085846868,154,652,86,48,47,297.32183908046,4,26,707,377,261,346.776520509194,39,265,9,5,4,529.444444444444,1,2,12043,5361,971,3721,553.86897864592,4090
"NM",2013,249,122,62,531.738955823293,18,39,945,464,352,448.733333333333,63,133,463,231,167,486.88120950324,72,90,2056,1015,659,456.321984435798,125,298,7,5,1,376.285714285714,0,3,22,20,19,50.3181818181818,2,1,4,1,1,484,0,0,3746,1858,280,1261,460.693272824346,564
"NV",2013,2531,1008,732,615.587119715527,159,791,3286,1398,856,544.283323189288,243,858,179,73,36,756.748603351955,18,44,1732,764,519,492.062933025404,128,511,172,76,53,485.523255813953,6,63,11,8,5,158.818181818182,2,2,117,54,34,449.683760683761,4,35,8028,3381,560,2235,557.068634778276,2304
"NY",2013,12436,2474,2194,1281.23938565455,2314,1924,6850,2390,1573,767.360875912409,1612,605,168,43,52,768.845238095238,29,25,4509,766,794,1328.87358616101,752,736,176,35,40,1109.46590909091,35,21,9384,3636,1995,668.080136402387,1147,2592,3,1,0,466.666666666667,0,1,33526,9345,5889,6648,1007.4838036151,5904
"OH",2013,8430,3681,2668,582.268564650059,1435,1482,11741,5546,3490,484.404735542117,1328,2635,105,44,28,526.571428571429,14,16,778,362,232,474.831619537275,82,137,68,39,27,392.308823529412,5,20,296,200,165,199.807432432432,38,91,17,3,5,556.823529411765,3,2,21435,9875,2905,6615,518.587123862841,4383
"OK",2013,3537,1316,638,736.559513712185,399,913,5837,2409,1185,563.5691279767,457,1575,4062,1634,676,610.78729689808,330,1170,1395,570,318,548.225089605735,99,282,98,53,17,422.214285714286,6,16,4,4,1,5,4,0,164,65,27,567.219512195122,15,48,15097,6051,1310,2862,614.358945485858,4004
"OR",2013,1117,265,198,1146.85049239033,60,269,7138,2231,1658,836.57649201457,300,1707,1444,326,300,1053.78047091413,59,392,1736,599,441,707.211405529954,47,404,128,39,27,995.5546875,2,34,580,311,177,384.258620689655,13,117,83,26,4,950.879518072289,3,28,12226,3797,484,2805,853.19131359398,2951
"PA",2013,10560,4379,2359,653.749644919989,2932,2515,9755,4212,2639,560.548436699129,1815,2490,66,38,9,533.878787878788,15,11,2136,939,500,557.73829588015,482,405,109,52,36,680.146788990826,40,12,278,140,95,498.338129496403,57,93,33,10,9,616.363636363636,11,5,22937,9770,5352,5647,603.015912459674,5531
"PR",2013,690,220,62,1472.11304347826,134,161,36,16,6,1186.58333333333,8,12,5,0,0,1966,0,3,4053,1089,529,1495.35289765721,614,1309,7,4,0,1377.57142857143,0,4,42,15,8,624.809523809524,10,12,1,0,1,620,0,0,4834,1344,766,606,1482.31306865178,1501
"RI",2013,742,317,188,628.915094339623,195,241,1408,607,402,602.338068181818,394,460,43,13,9,826.953488372093,7,14,609,269,184,568.215106732348,207,156,42,11,11,879.52380952381,9,9,57,37,16,309.245614035088,14,17,1,0,0,921,0,0,2902,1254,826,810,603.665403170227,897
"SC",2013,2670,1217,889,679.422471910112,586,260,2944,1516,1036,501.042798913043,719,285,10,6,3,196.9,1,0,293,150,96,456.754266211604,47,25,16,10,5,604.875,3,1,48,35,24,181.083333333333,5,2,8,5,1,429.875,1,2,5989,2939,1362,2054,575.510936717315,575
"SD",2013,182,86,50,575.379120879121,30,21,695,291,222,616.987050359712,100,135,1337,516,384,610.709798055348,220,211,57,26,18,492.280701754386,10,11,12,4,2,637.666666666667,1,3,9,6,8,37.8888888888889,0,1,4,1,2,805.5,1,0,2296,930,362,686,605.104094076655,382
"TN",2013,3906,1872,1282,472.643113159242,600,441,9310,4387,2695,447.848549946294,1112,1199,46,18,12,620.260869565217,4,4,748,339,212,445.49064171123,74,43,13,7,2,357.769230769231,0,3,351,113,294,262.108262108262,24,43,17,6,5,379.411764705882,2,2,14391,6742,1816,4502,450.314363143631,1735
"TX",2013,12888,4127,2539,774.239292364991,1420,3578,13776,5473,3116,613.557709059233,1721,4034,311,109,63,649.659163987138,25,90,18426,6817,4014,637.623141213503,2084,5602,243,96,56,613.707818930041,25,61,594,287,144,398.851851851852,26,226,48,11,18,604.291666666667,4,15,46286,16920,5305,9950,665.35691137709,13606
"UT",2013,299,134,63,676.05016722408,40,51,3263,1488,905,492.254060680356,300,665,233,90,42,666.278969957082,27,33,986,422,284,479.663286004057,100,142,34,16,7,603.264705882353,4,1,18,9,6,318.555555555556,1,2,44,18,16,468.840909090909,5,6,4877,2177,477,1323,509.212425671519,900
"VA",2013,2774,966,473,767.322638788753,454,172,3717,1371,721,607.560785368478,520,295,20,7,2,692.05,1,1,544,179,111,680.454044117647,58,24,58,25,8,523.068965517241,5,4,47,27,8,471.297872340426,4,0,22,8,3,491.409090909091,4,2,7182,2583,1046,1326,673.085340387025,498
"VT",2013,47,23,13,443.5,15,5,1516,632,348,578.370712401055,217,415,1,1,0,101,0,1,11,5,3,308.272727272727,1,3,12,6,0,307.25,4,0,17,10,3,402,5,3,NA,NA,NA,NA,NA,NA,1604,677,242,367,568.293457943925,427
"WA",2013,2411,860,572,703.627955205309,158,756,8156,3109,1725,626.592692496322,444,2648,1919,672,333,744.862428348098,75,695,2155,813,540,623.305336426914,87,694,274,111,83,584.770072992701,6,96,113,108,19,114.061946902655,2,45,194,83,57,470.809278350515,9,63,15222,5756,781,3329,646.695834975693,4997
"WI",2013,3920,1535,945,724.820964039786,583,1104,4905,2128,1518,570.522324159021,691,1714,683,342,204,506.288433382138,81,307,993,470,286,561.359154929577,111,325,130,65,55,530.361538461538,17,49,200,124,74,361.55,16,68,21,4,5,641.428571428571,3,2,10852,4668,1502,3087,617.187027823844,3569
"WV",2013,899,359,285,535.64404894327,254,121,6824,3018,2234,480.98388042204,1749,1099,20,7,4,1190.45,10,3,86,40,27,457.406976744186,27,9,22,8,8,567.227272727273,7,2,43,30,8,319.744186046512,9,15,12,5,7,495.416666666667,6,1,7906,3467,2062,2573,488.1225651404,1250
"WY",2013,94,41,34,517.808510638298,25,18,1433,760,549,397.279134682484,428,300,47,18,20,617.914893617021,10,16,280,167,110,371.742857142857,85,74,14,3,10,303,1,0,21,16,8,347.047619047619,3,7,1,0,0,735,0,0,1890,1005,552,731,403.899470899471,415
"AK",2012,207,68,36,738.014492753623,9,35,670,216,100,701.438805970149,34,112,1621,570,272,674.927205428748,84,303,67,19,12,701.134328358209,1,19,39,17,13,421.820512820513,1,4,66,32,20,390.833333333333,0,8,40,7,8,671.25,1,5,2710,929,130,461,676.332841328413,486
"AL",2012,3202,1017,779,932.582760774516,553,529,4107,1480,1187,651.787192598003,542,837,31,4,4,1409.29032258065,1,7,410,166,120,526.048780487805,27,42,15,7,5,553.2,2,2,131,83,71,195.679389312977,6,43,11,6,7,267.363636363636,0,6,7907,2763,1131,2173,753.669027444037,1466
"AR",2012,2142,1044,793,540.881886087768,362,291,4721,2464,1814,412.771658546918,860,704,123,54,31,631.382113821138,27,22,401,208,180,392.725685785536,77,31,41,21,10,489.512195121951,7,4,27,18,12,212.851851851852,4,1,58,37,28,318.965517241379,19,6,7513,3846,1356,2868,450.781844802343,1059
"AZ",2012,3078,1457,646,478.662118258609,579,858,8032,3907,1777,446.997634462151,1075,2868,1508,771,339,418.614721485411,185,550,7663,3862,1494,446.573274174605,970,3046,136,69,40,404.786764705882,27,43,765,560,202,246.330718954248,88,320,85,37,16,455.270588235294,17,40,21267,10663,2941,4514,441.959890910801,7725
"CA",2012,21117,6830,4328,1104.88265378605,2973,5770,18774,7392,4356,690.464525407478,2199,4604,2715,958,597,791.772744014733,224,774,38859,15213,9682,726.105741269719,3891,11757,2265,923,602,703.049889624724,206,672,346,204,91,676.586705202312,64,67,493,175,106,762.245436105477,64,161,84569,31695,9621,19762,814.273409878324,23805
"CO",2012,1982,762,577,639.024722502523,687,350,4996,2378,1656,548.277021617294,1626,912,262,113,88,532.847328244275,51,54,3726,1699,1252,507.55152979066,1197,915,139,55,34,644.359712230216,46,14,35,17,7,706,12,5,44,18,19,533.272727272727,18,11,11184,5042,3637,3633,552.05847639485,2261
"CT",2012,2310,628,352,1127.59696969697,459,515,2005,570,310,962.389027431421,448,407,24,3,3,1446.83333333333,5,4,1661,467,280,1015.05779650813,374,278,44,12,9,1234.79545454545,9,3,14,9,2,286.571428571429,2,3,10,4,3,649.1,3,2,6068,1693,1300,959,1041.51417270929,1212
"DC",2012,2079,378,374,1447.79557479557,168,358,8,1,1,1628.625,0,2,2,2,2,119,1,0,81,22,17,1092.61728395062,8,5,3,0,1,1780,0,0,101,83,37,229.683168316832,11,12,2,0,0,781,0,0,2276,486,188,432,1380.42003514938,377
"DE",2012,735,270,158,732.151020408163,80,102,454,176,122,576.854625550661,57,75,1,0,1,160,0,0,90,35,30,581.377777777778,6,5,6,3,1,259.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1286,484,144,312,664.124416796267,182
"FL",2012,13038,5609,4277,605.255407271054,1961,5657,16804,7755,5405,465.022613663413,1543,8098,168,77,61,449.845238095238,11,88,4542,2072,1571,490.652796125055,560,2049,138,67,54,395.050724637681,17,53,129,68,50,337.906976744186,16,55,49,26,14,349.122448979592,2,22,34868,15674,4110,11432,519.814529081106,16022
"GA",2012,6884,3110,2243,492.041969212896,1151,1346,5815,2696,1872,445.887437704073,865,1335,30,16,5,382.366666666667,5,2,834,387,266,456.680239520958,123,98,36,18,19,368.027777777778,4,11,13,12,8,76.8461538461538,4,1,6,4,2,182.833333333333,1,1,13618,6243,2153,4415,469.061577981651,2794
"HI",2012,145,65,61,486.344827586207,28,47,248,161,118,363.391129032258,33,51,105,45,42,606.171428571429,13,37,42,23,23,430.333333333333,7,7,932,395,342,571.93669527897,88,434,40,29,22,376.375,6,12,666,353,214,535.990990990991,79,293,2178,1071,254,822,526.828741965106,881
"IA",2012,1833,714,430,631.278232405892,299,207,6904,2869,1921,553.00550405562,884,1175,284,119,72,584.140845070423,25,43,887,325,228,551.847801578354,105,110,100,41,20,503.02,14,11,357,228,81,302.868347338936,44,98,76,28,20,534.934210526316,20,7,10441,4324,1391,2772,558.332439421511,1651
"ID",2012,81,18,20,547.432098765432,9,17,1805,849,661,432.075900277008,168,443,178,71,49,590.325842696629,19,40,323,133,100,451.356037151703,14,76,5,3,1,169.6,2,0,13,10,6,148.076923076923,0,5,5,0,5,183,0,0,2410,1084,212,842,447.631950207469,581
"IL",2012,11511,2264,1271,1545.22839023543,1199,3235,9336,2365,1484,925.021527257149,705,3097,24,8,3,1048,2,1,1293,352,245,1212.96674400619,103,373,65,20,16,893.923076923077,5,11,348,115,48,829.063218390805,24,126,10,2,3,990.4,1,3,22587,5126,2039,3070,1256.15773862228,6846
"IN",2012,5848,2337,1228,666.536764705882,561,1363,11023,4820,2862,519.306903746711,830,3417,111,42,46,612.198198198198,11,15,1187,543,334,530.913226621735,83,271,83,43,20,534.325301204819,20,16,214,101,73,377.747663551402,30,43,38,22,12,407.657894736842,3,7,18504,7908,1538,4575,565.340088629486,5132
"KS",2012,1914,638,324,784.746081504702,129,375,6231,2539,1537,600.604397367999,280,1382,227,92,52,611.982378854625,8,35,1023,423,256,539.394916911046,57,197,64,29,25,471.53125,2,9,NA,NA,NA,NA,NA,NA,14,3,7,350.857142857143,1,1,9473,3724,477,2201,630.231288926423,1999
"KY",2012,2060,937,571,564.597572815534,424,139,8878,4227,2615,506.461928362244,1400,988,21,5,5,559.809523809524,6,2,542,233,167,497.265682656827,54,34,14,10,4,359.642857142857,2,3,332,208,122,326.379518072289,49,31,17,7,4,755.058823529412,3,1,11864,5627,1938,3488,511.374157113958,1198
"LA",2012,3675,1550,1412,595.391186071817,316,800,3556,1448,1116,549.303993250844,186,845,29,9,7,787.862068965517,5,5,117,62,48,445.145299145299,9,17,20,7,10,680.35,2,4,107,52,39,499.644859813084,1,27,9,3,0,508.222222222222,0,3,7513,3131,519,2632,570.742081447964,1701
"MA",2012,3131,1164,754,743.736505908655,505,502,6354,2482,1549,677.518098835379,925,1426,169,59,24,665.976331360947,10,50,3125,1218,830,716.83328,447,458,288,111,83,671.413194444444,29,37,562,259,164,531.649466192171,61,106,11,7,2,679.272727272727,3,1,13640,5300,1980,3406,695.444941348974,2580
"MD",2012,5129,1543,1244,1138.21622148567,543,1819,2211,858,542,707.241067390321,309,874,9,6,4,556.666666666667,1,7,294,90,76,732.190476190476,32,89,29,7,14,678.448275862069,3,10,256,148,102,393.24609375,15,129,3,1,1,565.666666666667,1,1,7931,2653,904,1983,976.413819190518,2929
"ME",2012,147,63,20,724.986394557823,11,29,1444,560,203,818.398891966759,105,368,79,34,10,713.569620253165,5,24,271,148,37,485.974169741697,13,72,17,7,2,517.705882352941,0,2,211,96,25,423.867298578199,8,51,10,3,0,499.1,0,0,2179,911,142,297,724.938044974759,546
"MI",2012,10203,2748,1924,873.288975992161,1788,2074,10415,3789,2069,588.466205837174,848,2828,524,177,122,624.570610687023,39,166,1054,365,241,626.325426944972,61,250,82,41,23,570.243902439024,5,31,48,13,5,1113.04166666667,24,3,62,12,8,817.854838709677,41,4,22388,7145,2806,4392,722.598052789067,5356
"MN",2012,2979,1776,1305,367.347767707284,1064,396,4518,2473,1786,400.764718902169,1371,773,2087,1035,610,497.851940584571,360,472,724,419,338,342.044198895028,255,86,317,204,161,294.640378548896,130,45,76,65,43,132.315789473684,21,8,11,2,8,435.363636363636,5,2,10712,5974,3206,4251,401.408420463032,1782
"MO",2012,3563,1319,724,727.087566657311,372,831,11060,4487,2774,562.366603381249,972,2588,70,25,24,505.757142857143,4,17,454,209,128,476.922907488987,35,80,37,16,9,592.594594594595,3,4,248,120,46,418.661290322581,20,46,22,13,7,417.772727272727,0,3,15454,6189,1406,3712,595.135619540602,3569
"MS",2012,2975,1122,870,730.577478991597,370,784,2766,1176,858,533.448662328272,305,733,9,4,3,606,1,0,154,69,31,452.357142857143,16,24,21,8,6,588.47619047619,2,0,49,28,16,370.102040816327,4,18,3,1,0,329.666666666667,0,2,5977,2408,698,1784,628.339635268529,1561
"MT",2012,108,37,22,709.888888888889,15,37,1564,753,392,525.178274760383,218,576,1221,420,290,661.547911547912,122,388,128,61,32,547.891472868217,20,50,3,2,0,613,0,2,29,18,6,310.413793103448,6,10,13,7,1,626.230769230769,0,9,3066,1298,381,743,585.391786179922,1072
"NC",2012,5433,1938,1203,700.601693355421,533,1422,6281,2503,1389,595.124820888394,661,1682,426,186,96,536.582159624413,21,137,854,329,184,610.645199063232,61,173,52,17,12,478.769230769231,9,11,69,36,16,424.289855072464,8,13,48,17,10,735.395833333333,3,6,13163,5026,1296,2910,636.92881561954,3444
"ND",2012,112,48,34,513.410714285714,32,12,1017,477,313,512.017699115044,258,146,636,255,140,683.300314465409,128,52,57,34,14,449.543859649123,13,6,9,4,3,439.333333333333,3,0,45,28,10,372.066666666667,10,11,11,10,4,157.818181818182,0,0,1887,856,444,518,562.193958664547,227
"NE",2012,1709,465,404,786.973668812171,289,267,4374,1585,1178,645.240740740741,619,805,789,282,187,710.229404309252,99,192,929,333,284,603.981700753498,118,151,60,20,15,794.866666666667,12,4,169,114,43,283.834319526627,27,26,25,7,5,437.48,2,9,8055,2806,1166,2116,669.80608317815,1454
"NH",2012,91,41,22,607.318681318681,19,13,884,402,186,649.593891402715,108,197,20,6,2,750,8,4,85,38,11,481.2,11,15,8,6,2,426.625,1,1,74,40,20,446.432432432432,5,19,4,2,0,428.75,1,1,1166,535,153,243,620.560034305317,250
"NJ",2012,5418,2137,1300,721.80643974241,498,1581,3209,1583,957,500.317391304348,257,1404,10,1,4,542.6,1,7,2107,978,672,497.535545023697,144,622,76,45,29,405.407894736842,6,18,752,506,282,293.643236074271,64,255,10,3,2,603.2,0,5,11582,5253,970,3246,589.540766250538,3892
"NM",2012,221,81,67,603.782805429864,16,21,969,469,348,449.739938080495,74,101,439,209,134,540.612756264237,55,46,1899,939,612,459.150605581885,96,265,5,1,2,438,0,1,16,16,14,25.4375,1,1,7,6,3,470.285714285714,1,1,3556,1721,243,1180,473.672384701912,436
"NV",2012,2399,955,562,642.395164651938,161,765,3148,1263,770,589.939644218552,255,848,189,71,42,790.830687830688,20,41,1721,702,501,543.664729808251,96,564,139,70,32,484.719424460432,10,46,12,10,8,135.416666666667,3,2,98,55,21,444.622448979592,12,31,7706,3126,557,1936,596.408512847132,2297
"NY",2012,14042,2906,2319,1229.43476712719,2597,2484,6915,2552,1596,762.316992046276,1677,632,172,56,34,725.401162790698,33,28,5327,1045,992,1215.08391214567,890,979,200,45,35,1041.935,43,32,7881,3987,1738,605.813475447278,1018,2189,4,3,2,140,0,0,34541,10594,6258,6716,987.696621406444,6344
"OH",2012,8581,3603,2566,606.105815173057,1375,1566,11161,5128,3253,496.752620732909,1305,2485,91,44,31,536.989010989011,11,6,749,375,242,451.305740987984,90,123,48,20,16,354.520833333333,7,5,578,371,285,184.562283737024,71,203,25,10,4,645.48,4,2,21233,9551,2863,6397,530.870578815994,4390
"OK",2012,3279,1158,598,799.508691674291,449,752,5384,2280,1064,571.477340267459,512,1328,3593,1369,665,637.811021430559,284,895,1194,510,216,567.827470686767,98,255,73,34,18,452.72602739726,17,15,3,3,1,7,3,0,110,45,22,602.181818181818,11,28,13636,5399,1374,2584,642.957905544148,3273
"OR",2012,1178,318,177,1141.80050933786,85,332,7370,2525,1584,826.658751696065,347,1914,1587,349,305,974.317580340265,63,433,1664,676,384,676.094951923077,43,430,128,41,21,893.53125,1,39,504,280,177,395.410714285714,12,103,84,26,19,944.202380952381,5,25,12515,4215,556,2667,839.133200159808,3276
"PA",2012,10801,4564,2489,662.604110730488,3049,2520,9978,4484,2740,581.188214070956,1968,2464,54,24,11,663.759259259259,10,9,2057,919,484,565.08701993194,473,363,122,56,42,651.008196721311,45,23,458,212,124,606.244541484716,75,169,35,12,8,421,14,4,23505,10271,5634,5898,617.993107849394,5552
"PR",2012,628,121,32,1823.93312101911,100,145,34,6,4,1668.44117647059,5,13,6,2,0,1782,1,4,4064,779,336,1678.79872047244,539,1337,NA,NA,NA,NA,NA,NA,27,11,4,537.925925925926,5,10,13,3,0,1673.92307692308,3,4,4772,922,653,376,1691.48616932104,1513
"RI",2012,743,301,225,651.7133243607,209,230,1407,577,383,647.355366027008,378,449,48,20,11,754.1875,8,13,631,288,200,584.870047543582,225,155,53,17,15,796.528301886792,12,12,52,31,13,328.173076923077,17,19,1,0,0,2291,0,0,2935,1234,849,847,634.37069846678,878
"SC",2012,3053,1250,1071,755.97576154602,679,321,3055,1352,1117,580.094926350245,672,341,25,17,19,389.96,5,6,319,144,133,474.244514106583,53,25,14,3,5,1018.14285714286,2,1,48,27,28,227.895833333333,5,7,8,3,2,442.25,0,0,6522,2796,1416,2375,654.699172033119,701
"SD",2012,195,84,69,514.333333333333,38,23,714,335,223,581.050420168067,136,138,1540,732,404,515.051948051948,246,242,64,26,22,482.390625,14,7,14,0,5,488.714285714286,1,3,11,10,5,345,2,3,5,3,0,397.4,1,0,2543,1190,438,728,531.593393629571,416
"TN",2012,3219,1443,1166,478.638086362224,611,310,8326,3680,2607,457.562575066058,956,1097,26,9,3,569.461538461538,3,1,681,338,207,422.462555066079,64,38,14,4,10,373.857142857143,0,1,1676,1125,597,241.392601431981,154,303,18,11,6,369.222222222222,3,0,13960,6610,1791,4596,434.767836676218,1750
"TX",2012,13330,4280,2607,778.586796699175,1472,3840,13532,5139,3222,626.304389595034,1697,3800,314,95,74,640.321656050955,42,77,18422,6681,4395,638.037726631202,2131,5603,226,82,53,577.809734513274,18,70,617,314,155,376.455429497569,30,213,64,28,15,535.515625,8,20,46505,16619,5398,10521,671.021094505967,13623
"UT",2012,305,125,76,712.232786885246,29,34,3161,1451,809,509.604871875989,283,669,252,96,66,682.615079365079,28,28,1018,480,247,473.64047151277,95,160,37,22,11,463.108108108108,6,6,12,9,1,357.5,1,0,60,29,23,507.55,1,10,4845,2212,443,1233,523.045407636739,907
"VA",2012,2942,961,484,834.488103331067,434,181,3857,1433,710,616.977443609023,511,339,15,5,2,713.266666666667,1,1,573,197,94,711.633507853403,61,30,52,28,12,502.692307692308,3,1,44,17,8,556.590909090909,4,3,24,12,6,399.958333333333,4,1,7507,2653,1018,1316,707.798055148528,556
"VT",2012,41,22,11,420.146341463415,7,10,1488,569,330,613.706630944407,229,296,0,0,0,0,0,NA,14,6,3,410.928571428571,0,6,9,3,2,284.666666666667,1,0,14,6,0,764.5,3,2,NA,NA,NA,NA,NA,NA,1566,606,240,346,606.30681094844,314
"WA",2012,2310,729,515,732.9670995671,167,648,7909,3012,1898,620.194082690606,463,2480,1880,622,418,745.080319148936,71,648,2049,723,485,605.775012201074,85,630,285,106,88,639.347368421053,13,79,65,38,15,395.723076923077,3,13,187,69,56,532.171122994652,3,60,14685,5299,805,3475,650.167177391897,4558
"WI",2012,3972,1446,1018,771.240120815505,593,1122,4929,2108,1501,590.570906877663,727,1700,617,291,210,558.91734197731,86,236,957,419,298,582.094043887147,88,302,113,62,32,652.079646017699,15,45,176,94,65,366.180790960452,15,66,21,12,3,700.619047619048,3,4,10785,4432,1527,3127,651.727913228887,3475
"WV",2012,875,402,235,519.190857142857,241,135,6318,2963,1807,492.577239632795,1607,954,23,5,12,945.347826086957,9,0,84,45,24,410.547619047619,27,10,22,13,4,434.909090909091,4,1,59,28,25,318.203389830508,9,7,13,4,3,495.307692307692,5,1,7394,3460,1902,2110,494.644982418177,1108
"WY",2012,88,37,24,612.25,27,16,1406,760,534,410.825035561878,467,265,48,26,12,477.145833333333,9,15,251,133,118,399.438247011952,74,41,11,9,0,252.909090909091,0,2,20,14,5,413.95,7,3,5,3,3,448.2,0,1,1829,982,584,696,419.880809185347,343
"AK",2011,207,69,36,739.512077294686,10,33,685,218,110,718.442335766423,39,137,1553,540,254,721.545396007727,92,308,84,27,24,576.071428571429,6,19,28,13,4,366.785714285714,0,3,50,34,14,264.8,0,6,49,23,13,523.428571428571,0,6,2656,924,147,455,701.551204819277,512
"AL",2011,3468,1179,761,934.021626297578,594,537,4375,1767,1186,636.492915904936,574,911,36,9,8,1109.91666666667,2,8,394,197,86,523.984771573604,30,45,17,8,8,442.235294117647,3,7,100,92,50,145.3,1,40,5,5,0,107,0,2,8395,3257,1204,2099,749.579561696046,1550
"AR",2011,2237,1082,853,538.60527492177,377,300,4622,2436,1815,414.464517524881,781,721,123,56,44,590.341463414634,33,16,412,225,179,388.055825242718,81,38,54,27,28,381.425925925926,12,2,19,10,9,238.368421052632,4,1,39,20,15,391.615384615385,9,0,7506,3856,1297,2943,452.092326139089,1078
"AZ",2011,2572,1172,503,517.623639191291,480,681,6983,3272,1532,473.465272805385,890,2319,1301,612,325,463.909300538048,142,408,6601,2966,1494,483.789728828965,775,2399,98,62,16,430.224489795918,12,36,505,358,183,257.786138613861,65,185,82,46,17,404.707317073171,13,28,18142,8488,2377,4070,476.24892514607,6056
"CA",2011,22330,7113,4656,1172.57595163457,2752,5767,18881,7314,4307,740.04591917801,2096,4190,2699,953,589,838.146721007781,205,672,39524,15556,10482,740.942896900696,3315,10677,2377,920,695,712.237273874632,188,614,259,109,81,866.428571428571,53,40,493,206,107,725.638945233266,55,140,86563,32171,8664,20917,854.621863592255,22100
