"stname","year","cl.blk","ent.blk","reun.blk","lifelos.blk","grp.inst.blk","cl.white","ent.white","reun.white","lifelos.white","grp.inst.white","cl.nat.am","ent.nat.am","reun.nat.am","lifelos.nat.am","grp.inst.nat.am","cl","ent","reun","lifelos","grp.inst","state","tot","child","child.pov","wht","wht.child","wht.child.pov","wht.lessHS","blk","blk.child","blk.child.pov","blk.lessHS","amind","amind.child","amind.child.pov","amind.lessHS","lessHS","latino","latino.child","latino.child.pov","latino.lessHS","foreign","foreign.child","foreign.child.pov","foreign.lessHS","adult","welf","wht.welf","w.adult","b.adult","a.adult","l.adult","blk.welf","latino.welf","amind.welf","wht.unemp","blk.unemp","latino.unemp","amind.unemp","unemp","wht.emp","blk.emp","latino.emp","amind.emp","emp","blk.singpar","latino.singpar","amind.singpar","wht.singpar","singpar","wht.f","blk.f","amind.f","f","incartot","new.incar","WHITEM","WHITEF","BLACKM","BLACKF","AIANM","AIANF","incar.f","incar.m","statename","inst6014_nom","St","v.crime.rt","pctblk1930","pctimm1930","pctami1930","boarding.n","board"
"ND",2002,86,42,21,461.802325581395,30,1237,644,379,470.458367016977,466,649,306,159,675.73343605547,222,2061,1044,581,527.881125667152,752,38,621150,148795.333333333,22206,569232.666666667,128525.666666667,13710,0.140130614596476,3777.66666666667,1209.33333333333,501,0.0567493205931116,29987.3333333333,11801,6392,0.239213147643012,0.144366607284415,7173,2974,797,0.172199813700172,17679.3333333333,3116.33333333333,441.666666666667,2092.66666666667,472354.666666667,6670.66666666667,4162.33333333333,440707,2568.33333333333,18186.3333333333,4199,44,117.333333333333,2212.66666666667,11285.6666666667,43.3333333333333,223,2516.66666666667,14229.6666666667,301773.666666667,1958.33333333333,2974.33333333333,9434,321114.666666667,613.666666666667,898.666666666667,6463.66666666667,23150.3333333333,32147,222892.333333333,907,9710.66666666667,239028,1117,771,710,79,49,4,191,19,100,1017,"North Dakota",21.65228,"North Dakota",74.7001529421235,0.000644836493776012,0.158479884165958,0.0127895876763288,3,TRUE
"NE",2002,1476,443,354,748.065718157182,288,5819,2257,1698,601.506959958756,1162,708,287,214,644.290960451977,130,8919,3351,2573,622.974100235452,1734,31,1684198.33333333,441934.333333333,59932.6666666667,1465208.33333333,361609,36266,0.0958078468183273,64362.6666666667,22509.6666666667,7952,0.175149352203015,10113.6666666667,2934,1235.66666666667,0.273391994943992,0.116489304966013,97535,38245.3333333333,11613,0.476112694748622,83974,13057.6666666667,3524,21628.6666666667,1242264,20466.3333333333,14273.6666666667,1103599.33333333,41853,7179.66666666667,59289.6666666667,2805.33333333333,2219,524.333333333333,27831,4729.33333333333,4318.66666666667,1214,40239.3333333333,785592,25901.6666666667,40254.6666666667,3473,876495.333333333,11577.3333333333,11067,1342.33333333333,68048,97649.3333333333,569988.666666667,22001.6666666667,3944.33333333333,638519.666666667,4048,1975,2160,236,937,76,169,20,366,3682,"Nebraska",28.35477,"Nebraska",315.402283381114,0.0101763986133961,0.0878719599950622,0.00230204667036589,3,TRUE
"NH",2002,101,31,15,820.831683168317,19,1558,488,279,982.043645699615,399,29,5,3,1592.24137931034,3,1803,563,320,967.524681087077,450,33,1232456.33333333,302843,25080.6666666667,1170504,282501.666666667,21518.6666666667,0.124022788806715,9221.66666666667,2431.66666666667,358,0.134157321183838,2345.33333333333,810,275.666666666667,0.197371031613943,0.126210448428856,20629.6666666667,7300,1959.66666666667,0.289972829604368,63697.3333333333,6398,637,10483.3333333333,929613.333333333,12605,11588.6666666667,888002.333333333,6790,1535.33333333333,13329.6666666667,270.666666666667,439.666666666667,122.666666666667,25700.3333333333,480.666666666667,787,12.6666666666667,27743.3333333333,634635.333333333,5100.66666666667,8913.66666666667,1046,664116.333333333,967,2849,383.333333333333,58452,65682.3333333333,456953.333333333,3051.66666666667,752.666666666667,477382,2475,1125,2121,133,130,5,7,2,160,2315,"New Hampshire",44.53753,"New Hampshire",107.914573849675,0.00257402561953325,0.176786976384369,4.33364426227757e-05,0,FALSE
"NJ",2002,10263,3322,4342,916.566728316947,2003,4099,1674,2093,653.248416950804,1268,34,10,21,883.176470588235,15,16824,6052,7775,819.637718152677,3944,34,8367236.33333333,2045667.33333333,235017.666666667,5493854.33333333,1210315.33333333,60809.6666666667,0.12128937649403,1107602.66666667,328962.333333333,88176.3333333333,0.218850929857815,15540.6666666667,3753.66666666667,716,0.290024743879948,0.159991682359177,1152320,339987,73392,0.357722382206838,1566871,139013.333333333,21877,314669,6321569,79360.3333333333,27617.6666666667,4283539,778640.333333333,11787,812333,29703,19229.3333333333,174.333333333333,143392,60550,54887,717,279285,2741627.66666667,486619.666666667,528288.333333333,7031.33333333333,4050376.66666667,167039.666666667,112455,1496.66666666667,166683.333333333,466400,2249754.66666667,437563,5304.33333333333,3324307.33333333,26301,14576,4922,412,16722,990,7,0,1445,24856,"New Jersey",76.89827,"New Jersey",383.627266175383,0.052961313953019,0.210113532318642,4.49311961264829e-05,0,FALSE
"NM",2002,235,109,58,642.087136929461,26,980,601,357,397.057286432161,141,459,283,163,313.847422680412,110,3409,1968,1137,415.474362646806,455,35,1811947,502844.666666667,130897.666666667,804246.666666667,165070.333333333,20141,0.0903539967907899,31180,9104,3615.33333333333,0.209808975602312,166201.333333333,60793.3333333333,27090.6666666667,0.315692693951112,0.202967412423085,771475.666666667,255928.333333333,77188,0.341268331254818,164126.333333333,23933.3333333333,10410.6666666667,61202.6666666667,1309102.33333333,26792.6666666667,6638.33333333333,639176.333333333,22076,105408,515547.333333333,741,15110,4004,20156,1520.33333333333,32089,9147,65069.3333333333,392296.666666667,13298.6666666667,315331.666666667,55604.3333333333,792959,3459,88161.3333333333,27149,36752,157708.333333333,331656.666666667,10961,55227.6666666667,677622.666666667,5991,2020,1227,133,526,63,334,45,518,5473,"New Mexico",56.29486,"New Mexico",680.262722916288,0.00709350576941856,0.0569295007878273,0.0704229681493487,14,TRUE
"NV",2002,1453,742,626,841.318651066758,705,3324,1579,1084,665.802045728038,1561,115,55,27,597.791304347826,59,6275,3239,2376,656.72780876494,3191,32,2070830.33333333,545950.333333333,87846.6666666667,1340171.33333333,295484.666666667,31408,0.11409642645969,134157.333333333,42023,14426.3333333333,0.15694782156711,26821,8261.33333333333,1892,0.248558614929728,0.179452287757154,425565.666666667,157606.666666667,35496.6666666667,0.495438991959922,355923.666666667,38833,10620,106269,1524880,16241,9338,1044686.66666667,92134.3333333333,18559.6666666667,267959,3172.33333333333,1910,832,40468.6666666667,6657,15165.3333333333,1655.33333333333,68733.6666666667,665044.666666667,57637.6666666667,177303,11271,977320.666666667,23452.6666666667,36854,3770,71491.6666666667,144919,519390.333333333,46400.6666666667,10037.3333333333,755564.666666667,10101,4844,5215,557,2555,215,173,15,790,9311,"Nevada",30.44579,"Nevada",669.296744252829,0.00494195061872431,0.166356703041664,0.0476970466173647,0,FALSE
"NY",2002,27126,6935,4588,1390.77663217587,5430,11256,4142,2967,770.347393659533,3496,146,64,47,606.082191780822,42,58660,15432,11369,1262.24760315379,13013,36,18645211.3333333,4589234.33333333,939440,11463477.3333333,2498964,275779.333333333,0.130475587280305,2931419.66666667,866267,286407.666666667,0.252673758338937,74980.6666666667,20597.3333333333,8528,0.26067246685975,0.190666530512825,2917348.33333333,892928,317357,0.404289137532507,3941585,305459,81857.6666666667,959014,14055977,318818,86004.6666666667,8964513.33333333,2065152.66666667,54383.3333333333,2024420.33333333,115138.333333333,106755.333333333,2925,305493.666666667,160776,141514,4667,653808,5588856.33333333,1167328.66666667,1148016.33333333,31638.3333333333,8518018,484595.333333333,419004.666666667,7740,448579.666666667,1387090.66666667,4696698.33333333,1180727.66666667,28970,7445077.33333333,66925,27211,11160,672,32000,1566,271,3,3023,63902,"New York",45.96168,"New York",508.151923333881,0.0327254784399775,0.26090113387108,0.000628304299782389,0,FALSE
"OH",2002,16963,6284,4432,738.303896716383,1933,16992,7958,5119,558.338747645951,2376,166,67,44,602.078313253012,19,35459,14982,10025,645.709382667306,4479,39,11175448,2825055.66666667,469894,9389748.33333333,2228496,267333.333333333,0.149215598777556,1259567,405585.333333333,154827.666666667,0.234202203582239,22951.3333333333,4785.66666666667,1590.66666666667,0.241027881690701,0.160154280760781,219165.333333333,82724.6666666667,21300.3333333333,0.302922224144632,386215.333333333,44214.3333333333,9629,58396.3333333333,8350392.33333333,136033,84330.3333333333,7161252.33333333,853981.666666667,18165.6666666667,136440.666666667,41336.3333333333,5460.33333333333,1179,261521,69527.3333333333,10290.3333333333,1622,351908.666666667,4623074.66666667,500275,90365.3333333333,11211,5343116.66666667,249541.666666667,30294.6666666667,1123.33333333333,490087.666666667,803400.666666667,3735435.66666667,478406.333333333,8152.33333333333,4382720.33333333,45284,25719,20077,1529,21530,1356,85,3,2883,42401,"Ohio",23.99749,"Ohio",338.581504741465,0.0442433212060607,0.0980404833076472,4.3160825843374e-05,0,FALSE
"OK",2002,3329,1371,937,812.935416040853,565,7399,3399,2425,586.606298148398,1128,3485,1580,1042,613.633572453372,369,15140,6923,4749,629.532298546896,2229,40,3392411,876108,191552,2508080.66666667,570135,96528.3333333333,0.177704288543727,239889,80372,32409,0.217359605576016,219319.666666667,73700.3333333333,21089.3333333333,0.243254168538883,0.198443507660015,179210.666666667,67069.6666666667,21517,0.468767629889076,160551,22309.6666666667,7148,38007.6666666667,2516303,65868.6666666667,41024,1937945.66666667,159517,145619.333333333,112141,9408.33333333333,2175,7222.66666666667,58890,12184,5464,8811.33333333333,91648.6666666667,1195637,97327.6666666667,77675.3333333333,88358,1554903.33333333,45966,20934.6666666667,23034.6666666667,126298.333333333,240501.666666667,1008401.33333333,86184.3333333333,77036,1305967.66666667,21996,8430,11763,1384,6053,590,1661,201,2211,19785,"Oklahoma",37.41277,"Oklahoma",518.421853955785,0.0684716119456233,0.0129687961326205,0.0380720341630134,43,TRUE
"OR",2002,1159,305,225,1200.90854184642,88,8107,2804,1775,827.617737757494,703,1029,487,226,706.787172011662,51,13747,5095,3090,795.282752600567,1031,41,3415668,849368.333333333,147315,2842899,648248,95851.3333333333,0.113076394318493,54497.3333333333,18426.3333333333,5755.33333333333,0.214701446036094,38744.6666666667,12649.6666666667,2905,0.189558874392526,0.138256193353884,287189,110921.666666667,33539,0.445623586169512,313918,37033.3333333333,11732,79287.6666666667,2566299.66666667,43362,34372,2194651,36071,26095,176267.333333333,1377.33333333333,3108.66666666667,1190.66666666667,105174.666666667,3467.33333333333,13206.3333333333,2005,131037,1377931.66666667,22038.3333333333,122695,16053.6666666667,1625725,10984.3333333333,31362.3333333333,5147,145511,207625.333333333,1130929.33333333,17513.6666666667,13062,1306860,11650,5068,8548,675,1197,69,224,41,777,10873,"Oregon",65.30366,"Oregon",301.083126346003,0.00242112003264832,0.120504694218476,0.00411978481845742,3,TRUE
"PA",2002,15947,5647,3164,995.887627766978,4775,14418,6557,4578,672.567068941601,4676,51,18,14,746.372549019608,8,33434,13684,8596,822.742986181731,10462,42,12015385.3333333,2853297.66666667,458693.666666667,10103975,2229528.33333333,241377.666666667,0.153220534693248,1170540.66666667,361967.666666667,133346,0.246471264050348,16155,4422.66666666667,1276.66666666667,0.246695947371026,0.167850801614519,391011.666666667,147250,58950.3333333333,0.402205158250048,582099,67044.6666666667,12734.6666666667,104177,9162087.66666667,146279.333333333,76945.3333333333,7874446.66666667,808573,11732.3333333333,243761.666666667,46901,17665.6666666667,539,270761.666666667,64062.6666666667,19145,768.666666666667,365717.666666667,4916953,448878,140165.666666667,6524,5651770.66666667,227041.333333333,73599.6666666667,1284.33333333333,417064.333333333,747331,4128590.66666667,458226,6194.33333333333,4834783.66666667,39724,13551,12984,859,20777,780,71,9,1795,37929,"Pennsylvania",29.05605,"Pennsylvania",390.540949775615,0.0448140016603335,0.130520329565677,1.46404291746377e-05,1,TRUE
"RI",2002,842,315,198,811.78891509434,288,2125,883,621,660.701170960187,872,61,25,14,683.327868852459,21,3742,1582,1036,671.047061951609,1447,44,1033109,243567.333333333,42892.3333333333,845432.333333333,176871.666666667,16952.6666666667,0.175152216862506,45952,16133,6236.66666666667,0.264481664912394,4268,1160,557.666666666667,0.336663596373582,0.205421109963216,92771.6666666667,34933,16306,0.507392967609351,124994,11197.3333333333,2621.66666666667,41579.3333333333,789541.666666667,18668.3333333333,9967,668560.666666667,29819,3108,57838.6666666667,1691.33333333333,6002.66666666667,213.333333333333,23518.3333333333,1828.33333333333,4023,267.666666666667,31321.6666666667,432000,19140.6666666667,33683.3333333333,1618,505394.333333333,9449,18459,533,41600.3333333333,74151,354832,15491,1907.66666666667,418247.666666667,3473,3760,1685,129,911,54,12,0,194,3279,"Rhode Island",73.03656,"Rhode Island",295.225382800847,0.0150367508126797,0.251241902213794,0.000883588647164159,0,FALSE
"SC",2002,4619,1777,1310,967.54470664646,1149,3361,1594,1084,635.063373995835,1215,18,7,7,571.722222222222,8,8225,3537,2492,813.497142857143,2475,45,3971175,999722,204534,2620376,581863.333333333,62469.3333333333,0.170023250857184,1173661.33333333,361219.666666667,130735.666666667,0.306546981514141,12728,2797.66666666667,1050.66666666667,0.388770844288375,0.210293856705267,93170,26961.6666666667,5629.33333333333,0.35619506625361,151278,20142,3870,23531.3333333333,2971453,26831.3333333333,11286.6666666667,2038512.66666667,812441.666666667,9930.33333333333,66208.3333333333,14777.6666666667,234,57.3333333333333,61838.6666666667,64301,3275.33333333333,921,132767,1313974.66666667,480234,46916,5607,1875032.33333333,196641.666666667,6580.66666666667,1274,111494.333333333,322552,1055020.33333333,453028.666666667,4570.66666666667,1564355.33333333,22896,9881,6674,715,15090,926,32,7,1639,21257,"South Carolina",52.58959,"South Carolina",867.224436092592,0.453026893948058,0.00363686642230522,0.000416644941541889,0,FALSE
"SD",2002,81,50,22,398.382716049383,26,784,413,244,506.547193877551,218,1624,850,515,403.033866995074,423,2549,1348,804,433.130639466457,686,46,737939.333333333,193782,31672,673775.333333333,166826.333333333,20675.6666666667,0.126457569655765,5024.66666666667,1697.33333333333,493.333333333333,0.133665623325632,31715,13373.6666666667,7821.33333333333,0.251283153438937,0.135366859756222,10622,4375.33333333333,928,0.3976349774452,19229.3333333333,4063.66666666667,920,4000,544157.333333333,6432.66666666667,4632.33333333333,506949,3327.33333333333,18341.3333333333,6246.66666666667,88.6666666666667,127.666666666667,1560.33333333333,11721.3333333333,134.666666666667,370,2489.33333333333,15117.6666666667,358212.666666667,2410.66666666667,4382.33333333333,9288,380193,668,1171,6516.66666666667,31555,42568.6666666667,258563.333333333,1222.66666666667,9559.33333333333,277949,2943,1821,1948,153,124,4,619,70,261,2682,"South Dakota",21.8348,"South Dakota",168.984080895539,0.00118257006755081,0.0967755995336592,0.0345340575472967,6,TRUE
"TN",2002,5116,1740,1153,994.776583268178,1077,9133,4001,2544,675.33877148801,1866,41,16,14,608.878048780488,5,14802,6047,3887,778.928523172544,3031,47,5647069.33333333,1397677.33333333,283988.666666667,4470646.66666667,1021356.33333333,153574.333333333,0.215674160640115,912129,291954,108371,0.263464988172206,15091.3333333333,3003.33333333333,960.666666666667,0.236012842411458,0.225174789590952,122883.666666667,37734.3333333333,10100.6666666667,0.409524335605296,202676.333333333,29650.3333333333,5564,32784.6666666667,4249392,63775.3333333333,37342,3449290.33333333,620175,12088,85149.3333333333,23701.3333333333,607.666666666667,264.666666666667,112627,49798.6666666667,5004.66666666667,1038.66666666667,173664,2181986.33333333,375462.333333333,61289.6666666667,6829.66666666667,2677222.66666667,163565.333333333,8665.66666666667,1336.66666666667,209862.333333333,395450,1794108.66666667,347226.333333333,6062.33333333333,2221800,18297,15083,11001,1071,11915,660,23,1,1144,17153,"Tennessee",39.78794,"Tennessee",736.930920156343,0.183810548916498,0.00523052037341136,3.86647189943595e-05,0,FALSE
"TX",2002,9546,3548,1555,797.003352189399,2047,10070,3884,1837,668.239424031778,2340,142,54,17,814.091549295775,41,30461,11766,5244,702.756705295296,6820,48,20970133,6015814,1314253.33333333,10829880.3333333,2541537.66666667,225667,0.117877698389465,2320504.33333333,737770.333333333,223110,0.217970675608103,82913,23336,7220.33333333333,0.262319836604842,0.231638560704267,6911780,2477822.66666667,832049.333333333,0.489044962402339,3263796.33333333,403999,138319.333333333,1181380.33333333,14954319,184819.333333333,55680.3333333333,8288342.66666667,1582734,59577,4433957.33333333,40288,81940.3333333333,1803.33333333333,273205.333333333,125491.333333333,245395.333333333,4469,672586.333333333,5407155.66666667,984164,2740235,35212,9552126.66666667,366121,644702,6609.33333333333,462613,1515487,4275414.33333333,862843.333333333,30742.6666666667,7682303.33333333,152446,63446,45547,5306,60339,5551,16,10,11948,140498,"Texas",60.91406,"Texas",599.304734977122,0.144891223174954,0.0631082980873482,0.000216751792953316,0,FALSE
"UT",2002,200,105,58,501.34,23,2392,1277,896,520.77508361204,354,219,107,72,725.981735159817,20,4143,2177,1634,486.429640357229,555,49,2245330.33333333,713207.666666667,83048.6666666667,1904675.33333333,585587.666666667,54324.6666666667,0.0840314505970497,14881.6666666667,3828,709.333333333333,0.123383493506213,22258,8264.33333333333,2414,0.199047103218026,0.109948117927879,208577,79054,19365.3333333333,0.374549554446901,177280,27721.6666666667,6685.33333333333,33743.6666666667,1532122.66666667,21089,16992.3333333333,1319087.66666667,11053.6666666667,13993.6666666667,129523,226.333333333333,2533.33333333333,539.333333333333,51091.6666666667,1070.33333333333,9519.66666666667,882,65751.3333333333,913195.666666667,7960,88177.3333333333,9261,1059342.66666667,992.666666666667,17046.6666666667,2180,81621.3333333333,109385.333333333,673639,4770.66666666667,7405,776079.666666667,4285,3067,3759,296,393,17,177,10,291,3994,"Utah",17.49323,"Utah",244.863747591112,0.00258372219561786,0.09767691914233,0.00551273645119654,1,TRUE
"VA",2002,4793,1507,594,1087.32846715328,1062,4142,1553,588,788.430364470191,1085,26,8,8,442.769230769231,4,9413,3274,1288,933.142417162277,2260,51,7033054,1765723,238691.666666667,4922357.33333333,1131886,94339,0.143942545424227,1366366.66666667,408169.666666667,112514.333333333,0.260933628143772,20339.6666666667,5306,637,0.196086410956189,0.172682915223207,345508.666666667,106946.333333333,18785.3333333333,0.353335256536072,673302.666666667,81013.3333333333,9744,100651.666666667,5267331,50758,24680,3790471.33333333,958197,15033.6666666667,238562.333333333,21746.6666666667,2386,267,98760,56044.6666666667,10264,585.666666666667,174336,2555389.33333333,615413,173147,10722.3333333333,3538131.33333333,208268.666666667,29166.3333333333,1038.66666666667,191217.333333333,449459.666666667,1953823.66666667,525845.666666667,8831.66666666667,2742276.66666667,30937,11310,9608,911,19458,1317,7,1,2135,28802,"Virginia",55.36876,"Virginia",296.627894510692,0.279419273535332,0.00962492186897002,0.00048034474239203,0,FALSE
"VT",2002,39,10,10,740.25641025641,6,2106,801,408,771.980531813865,304,4,1,2,2305,1,2183,832,427,773.910215300046,317,50,598844.666666667,140091.333333333,17764,575772.666666667,132400.333333333,16084.6666666667,0.129152574161851,2982.66666666667,934.333333333333,209.333333333333,0.163295285010289,2066.66666666667,657.666666666667,290.666666666667,0.253418715944889,0.13137267336148,5041.33333333333,1630,198.666666666667,0.172640669781333,27055.3333333333,3311.33333333333,499.666666666667,3946.33333333333,458753.333333333,10129.3333333333,9329.66666666667,443372.333333333,2048.33333333333,1409,3411.33333333333,30,129,120.666666666667,12916.6666666667,197.666666666667,224.666666666667,146.333333333333,13905.6666666667,311020.333333333,1414,2430,862.333333333333,321486.666666667,381.666666666667,491.333333333333,342,30650,33078.6666666667,229659.333333333,709.333333333333,742,237534.666666667,1361,1874,1529,124,99,2,16,0,132,1229,"Vermont",79.94998,"Vermont",111.214149022507,0.0017444919223594,0.128307066621787,0,0,FALSE
"WA",2002,2434,858,703,867.199671322925,222,9638,4146,3405,582.654181365428,1138,1795,620,488,768.245682451254,141,16043,6704,5482,636.409275073241,1791,53,5894971,1514194.66666667,234127,4629807.33333333,1077940.33333333,122838.666666667,0.0907914043766447,186232.666666667,56542.3333333333,14844.3333333333,0.143252775938217,72760.6666666667,23906.3333333333,8267.66666666667,0.212682256660032,0.117358270557418,459600.333333333,180517,61283.6666666667,0.421883127323337,686443.666666667,87408,26951.3333333333,129935.666666667,4380776.33333333,90124.3333333333,59720,3551867,129690.333333333,48854.3333333333,279083.333333333,6724,11417.6666666667,3216.66666666667,159203.666666667,13162.3333333333,26228.3333333333,4959.33333333333,223122,2301744.66666667,82198,187778.666666667,28103,2838501.33333333,26369,50060,11425.6666666667,240228.333333333,369796.666666667,1816410.33333333,59927,25985,2232610.33333333,16263,8397,8926,812,3245,258,491,66,1275,14988,"Washington",73.20206,"Washington",349.229877466742,0.00444508695016626,0.171641680086608,0.0075624787338454,1,TRUE
"WI",2002,5934,1479,1027,1019.19224708478,611,5430,2857,1813,413.390679806247,1391,418,208,139,539.560810810811,101,12849,5054,3318,698.881407035176,2279,55,5299722.33333333,1328697.33333333,187045.333333333,4617452.66666667,1071578,96673.6666666667,0.123860853185369,289988.333333333,108192,47845.6666666667,0.260514238110607,38270,13141.3333333333,3453.66666666667,0.252005926582882,0.140967402705385,195803.666666667,71961.6666666667,21227.6666666667,0.450977545884616,226967,30419.6666666667,7485.66666666667,55693,3971025,35420,24624.6666666667,3545874.66666667,181796.333333333,25128.6666666667,123842,7368.66666666667,1722.33333333333,457,124756.666666667,23144,10284.3333333333,2425,166004.666666667,2448432,107330,84982,15044,2718513,74115,26082,6501.66666666667,210156.666666667,332620,1815871,100652,13557.3333333333,2033928.33333333,21666,7990,8440,669,7782,612,499,48,1334,20332,"Wisconsin",21.08877,"Wisconsin",228.861046619612,0.00411171790752704,0.130796454760402,0.00381808138023746,4,TRUE
"WV",2002,630,227,58,868.290476190476,232,4774,1951,448,741.957268537914,1767,7,3,1,975,1,5722,2358,547,738.232436211115,2160,54,1776243.33333333,396322.333333333,100042,1681174,368046.666666667,90207,0.236996481824129,52901,12838,5115,0.199914542377273,2888.66666666667,320,85.3333333333333,0.406935866068272,0.235595069426182,12598,4338.33333333333,1868.33333333333,0.229726956768894,27017.6666666667,4587.66666666667,1225.66666666667,2957.33333333333,1379921,25288,22892,1313127.33333333,40063,2568.66666666667,8259.66666666667,1648.33333333333,126,78.3333333333333,52935.3333333333,2673.33333333333,333.333333333333,75.3333333333333,56957,693166.333333333,20504,4708,1108.33333333333,727777,5753.33333333333,2267.66666666667,40.3333333333333,87064.6666666667,98928,685457.333333333,20741.3333333333,1307,720064.333333333,3575,2161,3516,320,635,41,14,1,243,3332,"West Virginia",54.79011,"West Virginia",233.695458392525,0.0686647654845887,0.0320006860316562,1.1492857992737e-05,0,FALSE
"WY",2002,52,28,11,408.346153846154,23,1492,751,575,507.95308310992,629,47,29,15,395.978723404255,14,1780,924,684,491.501123595506,753,56,486338,123630.666666667,18921.6666666667,431727,104786.333333333,13053,0.0971967677159936,3189.66666666667,816.333333333333,256.666666666667,0.152178587388904,9877.66666666667,3615.33333333333,1308.66666666667,0.193602816577355,0.112216913233015,31275.3333333333,10837.3333333333,3394.66666666667,0.330016935538147,14391.6666666667,1740.33333333333,430.333333333333,3093.33333333333,362707.333333333,4174.66666666667,3489.33333333333,326940.666666667,2373.33333333333,6262.33333333333,20438,38.3333333333333,196.333333333333,336.666666666667,11678.3333333333,185,1307.33333333333,820.666666666667,14448.6666666667,224442.666666667,1473.33333333333,13471.3333333333,3377.66666666667,247683.333333333,332.666666666667,3407.33333333333,1343,22671.3333333333,29072,164773.333333333,1001.66666666667,3274.66666666667,182704,1641,781,1158,134,91,5,103,15,167,1474,"Wyoming",11.67908,"Wyoming",278.201579971131,0.00435686976743154,0.0934231565493506,0.0115467655432108,0,FALSE
"AK",2001,293,94,88,620.259385665529,16,795,272,168,667.681761006289,65,1786,595,413,497.868421052632,153,2989,999,703,563.524255603881,247,2,615531,190955,19930,416845,112353,8994,0.0614668174962293,20678,7942,585,0.0874408517350158,86364,31454,6845,0.287391304347826,0.103903822923231,25870,11349,1033,0.194407691629179,43605,6610,393,5697,424576,14360,7762,304492,12736,54910,14521,873,294,3287,12863,698,1087,4610,21740,222267,9436,10884,32979,303000,2982,3268,13502,24105,53102,145564,5882,28932,208455,4570,2152,1926,171,475,48,1607,122,358,4212,"Alaska",50.81187,"Alaska",554.967986990095,0.00303090224513527,0.17968472137768,0.439735425382507,2,TRUE
"AL",2001,4149,1150,843,1211.52566883586,772,3872,1485,889,824.997417355372,706,11,3,1,918.727272727273,4,8130,2672,1748,1021.912300123,1495,1,4349601,1126591,270578,3062953,722084,106586,0.201218922317887,1122061,359927,150586,0.263417472366835,12985,2399,541,0.298967863007272,0.216767251769711,70025,19992,9034,0.370098418096563,112591,15868,3152,15877,3223010,23605,7392,2340869,762134,10586,50033,15773,0,0,87499,59515,3732,376,156192,1406315,431251,33887,6203,1909093,217459,4128,92,145854,377266,1217527,436028,4128,1706680,24741,7620,8219,771,15384,890,2,0,1628,23113,"Alabama",83.07379,"Alabama",386.817089659488,0.351879028652581,0.00621917820438949,9.15894079085531e-05,0,FALSE
"AR",2001,2172,1015,922,628.878453038674,268,3736,2131,1898,420.439507494647,525,58,51,23,209.965517241379,5,6203,3347,2983,488.237626954699,842,5,2618888,688472,147702,2055221,493962,73919,0.20607495230627,404698,136372,60066,0.321348649858272,13040,2677,705,0.22935044105854,0.229437362356848,87660,35290,7924,0.526098792187541,86434,15236,6221,23475,1930416,18256,10551,1561259,268326,10363,52370,6795,618,292,52050,29324,2179,567,85392,953951,152350,41550,6759,1178262,73925,8209,140,94542,183438,811748,151909,5144,1007703,11489,7028,5788,533,5892,313,5,1,759,10730,"Arkansas",47.30873,"Arkansas",449.198285684611,0.257666825748038,0.00587543984683316,0.000172936811256834,0,FALSE
"AZ",2001,1612,517,443,1040.10421836228,483,5073,2186,1620,658.988369800907,1424,702,332,292,603.331908831909,220,10779,4515,3395,709.556545134057,3012,4,5183424,1472064,304849,3249957,720276,68281,0.115283949222654,154915,59486,13399,0.172518905737226,240012,96607,40795,0.379843565764485,0.195844772382366,1364124,541122,178865,0.461810443820188,723469,99455,34133,229715,3711360,42540,20465,2529681,95429,143405,823002,1474,10970,5488,75775,6833,61618,13476,166045,1523833,66918,531676,76923,2272319,26056,179132,50196,177479,446112,1309731,47456,76856,1905869,27710,10118,11243,1187,3651,348,1207,135,2168,25542,"Arizona",16.74425,"Arizona",551.60449926535,0.0262381312525237,0.158205115904187,0.0959802310806154,4,TRUE
"CA",2001,47349,10202,6705,1431.72573866396,7552,42941,14678,9574,867.229966698493,9257,3054,1021,653,911.351015062213,411,151264,45176,29831,1037.42792072139,27346,6,33713792,9663029,1844162,15512275,3421846,335242,0.0955644834064519,2097152,669955,197782,0.199618698276896,232089,67995,15667,0.232870479098168,0.218600237550113,11353763,4259615,1137435,0.496675584177834,9076297,858792,281846,2837125,24050763,477908,143023,12090429,1427197,164094,7094148,77355,192031,4749,420710,108469,427770,10402,1121377,7651786,863928,4683406,107488,15295110,375289,1166040,25907,781436,2580450,6200715,782062,84000,12311489,157142,127328,42165,3732,44862,3171,1371,123,9751,147391,"California",89.25385,"California",631.349923497185,0.0141793126799314,0.195705971495203,0.00349378357460497,5,TRUE
"CO",2001,2002,1028,594,635.198801198801,530,6140,3500,2250,502.193159609121,1677,328,173,117,490.414634146341,62,12338,7007,4447,499.936051223861,3319,8,4314724,1150130,154575,3192908,756776,65051,0.0788668534010323,157420,51460,10485,0.200218501976158,34891,7511,1008,0.161000878775265,0.130262961143272,760078,270161,65632,0.400129147336468,448926,69540,18285,109537,3164594,27958,19594,2436132,105960,27380,489917,1448,5205,0,78098,6959,23707,519,117817,1700932,79012,348076,19728,2216750,23007,87296,4422,150481,276427,1236082,57598,15271,1599739,17278,7615,7234,664,3641,365,338,40,1358,15920,"Colorado",21.15696,"Colorado",327.900463621775,0.0100360192257353,0.0976729068989461,0.000654332105116704,2,TRUE
