"stname","year","cl.blk","ent.blk","reun.blk","lifelos.blk","grp.inst.blk","cl.white","ent.white","reun.white","lifelos.white","grp.inst.white","cl.nat.am","ent.nat.am","reun.nat.am","lifelos.nat.am","grp.inst.nat.am","cl","ent","reun","lifelos","grp.inst","state","tot","child","child.pov","wht","wht.child","wht.child.pov","wht.lessHS","blk","blk.child","blk.child.pov","blk.lessHS","amind","amind.child","amind.child.pov","amind.lessHS","lessHS","latino","latino.child","latino.child.pov","latino.lessHS","foreign","foreign.child","foreign.child.pov","foreign.lessHS","adult","welf","wht.welf","w.adult","b.adult","a.adult","l.adult","blk.welf","latino.welf","amind.welf","wht.unemp","blk.unemp","latino.unemp","amind.unemp","unemp","wht.emp","blk.emp","latino.emp","amind.emp","emp","blk.singpar","latino.singpar","amind.singpar","wht.singpar","singpar","wht.f","blk.f","amind.f","f","incartot","new.incar","WHITEM","WHITEF","BLACKM","BLACKF","AIANM","AIANF","incar.f","incar.m","statename","inst6014_nom","St","v.crime.rt","pctblk1930","pctimm1930","pctami1930","boarding.n","board"
"CT",2001,3491,957,584,1057.89458607849,905,3008,909,545,928.621343085106,1039,36,12,8,758.444444444444,4,8854,2622,1569,976.045516150892,2686,9,3317131,807302,88092,2575490,567206,30011,0.111764934987282,289447,92020,21944,0.222064368067319,6107,1785,358,0.19683908045977,0.144729265318688,319796,109620,30812,0.420822078263572,429496,40933,3187,87927,2509829,30086,12498,2008284,197427,4322,210176,7242,8584,198,58086,15743,15642,323,92336,1340814,134319,137866,1966,1675896,50903,44118,783,92780,197268,1050582,111619,2524,1322814,17507,6790,4819,542,8125,603,32,3,1239,16268,"Connecticut",57.27251,"Connecticut",348.554217484929,0.0188816274027584,0.239623073501224,9.01171324799398e-05,0,FALSE
"DE",2001,1176,548,434,584.579081632653,396,628,329,241,447.864649681529,241,3,1,2,116,3,1939,939,732,539.071686436307,668,10,771580,197081,27676,559963,127375,11214,0.1302714118763,143674,45897,10941,0.191284414856,1749,375,0,0.282608695652174,0.151635751639362,38207,13622,3900,0.452809601745772,53890,5625,418,8588,574499,7818,1911,432588,97777,1374,24585,5081,857,0,11417,4420,817,111,17847,285897,68258,17256,858,383806,29368,4943,63,22265,58390,226022,54709,841,302532,6841,2465,2386,250,4024,337,1,0,569,6272,"Delaware",65.36476,"Delaware",639.726275953239,0.128865733246258,0.0754136772423766,0,0,FALSE
"FL",2001,22711,7664,6376,827.24899828277,1936,22525,9414,6821,587.482708102109,1826,168,39,49,644.714285714286,12,49538,18673,14456,702.159958012031,4131,12,16017780,3820979,703178,10348099,2108721,206361,0.129619874728613,2369480,827775,292608,0.284543999948875,43647,10337,3052,0.265883532698231,0.177120533642875,2808621,732519,189460,0.308558051093416,2971102,266097,75593,669015,12196801,106195,54468,8239378,1541705,33310,2076102,28253,19998,89,250363,127857,96086,1166,487088,4684784,969082,1335446,23327,7210550,441820,211074,5464,497033,1187330,4302881,859215,15564,6400800,72404,35205,24765,1910,36399,2045,96,12,4282,68122,"Florida",15.70329,"Florida",814.944393043231,0.296862475722392,0.0490324161291572,0.00118329793775586,0,FALSE
"GA",2001,11624,4677,5559,854.61536476256,1202,7903,3888,4117,592.741237504745,840,37,11,14,683.756756756757,7,20428,9065,10181,734.903817914831,2122,13,8158938,2258203,398338,5131900,1272727,113643,0.172033646188632,2289131,757857,240238,0.248661003082309,12951,4248,312,0.252985249356123,0.199577248102022,440694,135199,26826,0.410284142629225,643408,85925,10736,105373,5900735,53532,17435,3859173,1531274,8703,305495,33867,917,220,111680,107166,16203,396,240156,2553993,980346,215468,5860,3889561,401677,29772,982,240012,691285,1990599,865608,3471,3075813,45937,17342,14500,1251,27390,1475,61,4,2834,43103,"Georgia",76.64662,"Georgia",496.988701225576,0.372305100396451,0.0049659302351427,0,0,FALSE
"HI",2001,194,109,69,468.577319587629,19,503,247,180,536.047713717694,41,120,66,37,395.583333333333,4,4404,2105,1444,527.332879200727,235,15,1188615,302170,43445,273657,53168,4857,0.0657796177828164,17096,5349,619,0.0205159455616494,1227,138,0,0,0.141222950385338,84236,35567,7880,0.175714866513078,217597,20145,3851,48197,886445,23046,3831,220489,11747,1089,48669,188,2602,0,6394,543,2121,145,34740,145909,9008,32110,806,569045,1281,9675,83,11479,63073,103893,4673,499,450505,5116,1718,1092,174,202,19,27,3,524,4592,"Hawaii",90.79214,"Hawaii",262.237982862407,0.00207086545620571,0.315425443036757,5.46191336672475e-05,0,FALSE
"IA",2001,1250,640,452,531.9808,486,7724,4136,3342,437.11302433972,3681,247,123,86,520.793522267207,87,10914,5829,4592,440.316749129558,5009,19,2819039,719881,94751,2601433,638486,73288,0.107319520393318,58730,23604,11991,0.200720745223363,5970,1343,400,0.055005753739931,0.115628088149924,82308,31834,4084,0.351466653203413,98853,16449,1376,21625,2099158,31621,26010,1962947,35126,4627,50474,4131,55,0,65851,3916,2937,126,74707,1354177,25086,36597,2088,1450289,15669,9141,740,133616,168662,1015147,19956,2122,1083778,7962,5384,5098,484,1688,123,96,10,635,7327,"Iowa",57.69424,"Iowa",270.766030551546,0.00581192501363513,0.0698493080536534,0.000112490176994651,0,FALSE
"ID",2001,45,17,11,703.2,4,1747,975,742,430.852318259874,293,179,78,48,594.223463687151,34,2198,1209,885,449.110555050045,367,16,1289492,373509,55884,1131136,311658,37719,0.118843814117562,6199,2928,1204,0.10546218487395,14169,3973,1672,0.172003961703533,0.141855896194088,105802,44678,12660,0.486142546999861,74983,11044,2907,21925,915983,10951,8828,819478,3271,10196,61124,0,1999,0,36336,0,3912,645,43218,534276,2494,44794,4594,599556,0,12853,820,63156,79879,417316,1172,4727,464525,5270,2710,3854,450,82,10,192,22,418,4852,"Idaho",12.46615,"Idaho",247.539341073849,0.00134754475879614,0.0755843853635949,0.00707960492726857,0,FALSE
"IL",2001,25937,3496,1465,1804.29552376913,2162,7875,2228,1140,1029.11314285714,788,46,11,0,1268.28260869565,8,36552,6350,2935,1596.39852812432,3205,17,12174337,3121393,513807,8203649,1841201,155602,0.118113288852665,1780985,558380,220549,0.25841618552856,19528,4889,2175,0.318697110011177,0.170667054660073,1585008,544596,110059,0.46672692207321,1694699,172992,43115,408151,9052944,104215,38995,6362448,1222605,14639,1040412,49066,12764,0,227196,145688,73091,773,455821,4231380,685209,719921,10520,5931395,338648,140707,256,321163,843620,3306526,693772,6759,4708328,44348,35575,10597,767,26510,1791,50,15,2747,41601,"Illinois",34.52706,"Illinois",405.015895321445,0.0436510896704775,0.164392783272729,3.70494303944677e-05,0,FALSE
"IN",2001,5138,1838,1016,914.096209912536,624,7276,3201,1976,645.426215993405,1233,204,111,48,535.495098039216,33,13122,5399,3184,749.293078504531,1976,18,5934871,1482176,204913,5099239,1214162,124860,0.169817897931667,473032,144472,47292,0.217240171480351,10304,1459,0,0.142721088435374,0.180817818713006,213182,68520,16672,0.445296956658321,224837,29407,8881,50135,4452695,54688,36852,3885077,328560,8845,144662,13282,3623,66,141518,27856,11774,132,185494,2587025,206677,97963,6409,2961807,85123,19844,412,273902,399852,2010498,181027,3631,2306480,19646,13021,10768,901,8005,602,44,5,1419,18227,"Indiana",55.34902,"Indiana",344.219781693654,0.0350735824288378,0.0435289209842896,0.000174384541828791,0,FALSE
"KS",2001,1763,501,269,800.644356211004,180,5677,2060,1169,612.830720450942,626,78,30,13,742.512820512821,10,8210,2834,1569,657.894397076736,895,20,2612636,657376,92521,2166674,504075,55625,0.107547614367194,157193,47957,15390,0.152521812678063,22344,6516,2118,0.231770231770232,0.126431040231029,172339,61985,12279,0.381917298544718,151369,29578,6235,27423,1955260,23630,15448,1662599,109236,15828,110354,6063,1388,548,43676,6066,10603,464,62982,1160529,73476,72860,10021,1357817,29098,16543,3450,96462,157411,859648,61265,9172,1008656,8574,4506,4362,281,2839,180,166,17,500,8074,"Kansas",15.45701,"Kansas",343.790715583801,0.0370760680538641,0.0423771980119046,0.00138586697622198,1,TRUE
"KY",2001,2278,813,731,812.314060446781,545,7673,3525,3151,611.62124170246,1500,26,15,8,460.230769230769,3,10394,4590,4103,649.809587856663,2130,21,3950704,994506,197273,3531735,858567,149972,0.242589002924938,272726,85436,32977,0.18971288785889,6165,1749,335,0.31021377672209,0.240618662851933,55611,17816,5366,0.390927456382002,91188,11504,1789,13199,2956198,36075,26330,2673168,187290,4416,37795,7898,451,65,101175,20274,995,84,125184,1594855,117465,30138,1550,1773847,44435,6243,396,174768,241106,1395448,101774,1958,1542861,10720,7539,9392,794,4738,336,3,0,653,10067,"Kentucky",55.11666,"Kentucky",148.17612253411,0.089531819390877,0.00825382198237616,0,0,FALSE
"LA",2001,5047,1771,1093,994.714681989301,1183,3015,1176,693,767.340630182421,751,25,5,6,1416.04,1,8208,3014,1829,907.957480506823,1962,22,4328743,1226569,352152,2710922,674222,94013,0.17907739860519,1392454,484515,240823,0.321809936967709,20160,5834,3420,0.461411162930645,0.225937429747251,103349,29928,5410,0.345042614103788,143474,12578,2806,26354,3102174,34926,10963,2036700,907939,14326,73421,22543,265,0,71515,84086,5583,1145,165071,1257559,519928,48598,5835,1876160,285984,5901,2923,144484,450843,1056880,514317,7519,1649113,19660,15846,8223,581,25165,1777,6,1,1038,18622,"Louisiana",46.90674,"Louisiana",690.362075087387,0.370303584391584,0.0179567112163252,0.0006063611645974,0,FALSE
"MA",2001,3278,1101,677,1033.60250152532,549,8317,3150,1993,814.998557172057,1663,140,36,17,1049.65714285714,16,18204,7174,4405,809.187541199736,3073,25,6155496,1407486,166549,5049911,1058494,74614,0.104130369261555,339295,100168,20419,0.207932766219125,7357,1844,447,0.217823878069433,0.127134331544761,416654,143378,48703,0.383674543193342,802295,68824,14321,166815,4748010,59578,30334,3991417,239127,5513,273276,9386,14989,0,121001,16203,16449,161,165050,2711356,158399,178582,3971,3209951,51806,78193,1438,199991,362649,2096358,131104,3696,2503136,10203,2600,4481,418,2721,124,40,2,707,9496,"Massachusetts",71.83855,"Massachusetts",517.553743841276,0.0116627722875016,0.253468849025441,3.74868585916936e-05,0,FALSE
"MD",2001,12036,2559,1339,1420.44416749751,1286,3185,976,547,1015.84301412873,573,25,10,5,1648.08,5,15628,3662,1974,1323.31475556693,1912,24,5247157,1401787,158533,3245958,788122,40171,0.123380752802856,1408590,429315,92831,0.19314454576076,16799,1819,83,0.262757952767638,0.148189598713316,236187,73027,13420,0.297767297914671,567765,63021,5406,76782,3845370,33714,9818,2457836,979275,14980,163160,21513,406,87,58099,70656,8112,225,146391,1663743,674086,120161,9181,2620962,215208,18870,253,128788,383803,1279001,550323,6358,2041140,23739,10534,4971,315,17504,885,15,1,1197,22542,"Maryland",87.40691,"Maryland",818.062047695543,0.170567315737493,0.0590080714604611,0,0,FALSE
"ME",2001,100,33,9,946.52,6,2914,631,147,1336.05765271105,353,78,27,13,997.730769230769,7,3941,1047,292,1143.77975133215,470,23,1251745,272552,33211,1207814,257405,29098,0.148154006995993,5034,2496,1786,0.227095093356492,5551,1707,560,0.115669666490206,0.148870038878147,8976,2799,279,0,49063,5528,2115,9253,979193,15673,15301,950409,2538,3844,6177,0,0,200,32366,0,351,228,33566,627218,1225,4127,2766,644919,295,1306,951,57128,62566,494723,1056,1798,507634,1675,826,1306,41,47,3,23,0,58,1617,"Maine",70.80437,"Maine",114.40029718513,0.00178790625290296,0.129976469728805,0.000799778858549171,0,FALSE
"MI",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29208,12283,5321,581.779443987949,4563,26,9740127,2450197,392822,7676322,1782061,190048,0.131368296191921,1337278,410633,148635,0.23952737740236,43710,8008,802,0.112067819148936,0.148831846169378,318727,112925,27620,0.336707894532564,600797,63679,15441,111641,7289930,115366,60627,5894261,926645,35702,205802,44644,5500,1381,233296,83103,13910,1359,341654,3813620,557718,138780,26955,4685567,261748,33476,2539,347971,685935,3036376,522382,16243,3792688,48849,13981,19446,933,25597,1156,249,16,2149,46700,"Michigan",19.96513,"Michigan",564.325290625061,0.0372808596235298,0.180440285003057,0.0012685273224093,1,TRUE
"MN",2001,4155,2114,1699,566.567749699158,1405,9578,5739,4634,471.279077051577,4148,2172,1112,786,712.913904235727,700,17436,10012,7929,510.258258774948,7010,27,4836367,1198675,134635,4252951,976065,64558,0.0948265580450351,164890,62269,28730,0.167685004723016,52078,19587,13156,0.170802168665163,0.108828258496961,140825,49784,7993,0.396825396825397,313527,52008,16427,57863,3637692,71505,38863,3276886,102621,32491,91041,13892,4705,5346,83563,14641,4703,5689,114912,2402316,69598,67660,19412,2649015,38988,13507,13166,179490,274876,1674348,53588,18167,1858524,6406,4645,3368,236,2310,102,399,39,347,6059,"Minnesota",52.3538,"Minnesota",268.796805536056,0.00414130307726842,0.153620970982694,0.00432916396307982,3,TRUE
"MO",2001,6893,2066,1201,964.880748585522,1276,11694,5043,2661,621.334787070292,1696,61,27,18,673.573770491803,6,19097,7392,4002,741.849662250615,3047,29,5471085,1417097,253532,4577262,1121428,144988,0.152890375837033,608268,203396,83794,0.289932340921147,13897,2004,234,0.317799352750809,0.17029554612704,113229,37258,13524,0.313236535539423,194032,31992,6302,31179,4053988,61619,37012,3455834,404872,11893,75971,20929,1606,735,115665,22324,4344,228,149206,2266446,244949,51917,6958,2640834,130305,13929,340,222116,382519,1797696,232875,6532,2127290,28575,15874,14773,1357,11302,739,117,8,2115,26460,"Missouri",32.10937,"Missouri",538.010284980036,0.0622663085991953,0.0431549091231557,0.00018276394201092,0,FALSE
"MS",2001,2865,1103,832,837.274345549738,645,2184,925,644,606.043498168498,537,2,1,0,441.5,1,5135,2094,1499,730.547419668939,1200,28,2765210,775987,210875,1680407,404182,45058,0.195786976194946,1006065,345471,158053,0.381030593906429,6228,1744,1298,0.354855643044619,0.257227627460794,36121,8622,2769,0.349646933428077,51724,7173,1388,8454,1989223,19160,4839,1276225,660594,4484,27499,14091,84,123,37486,71591,2401,411,112948,812811,362354,18410,1608,1208845,205625,1810,1260,78838,292497,660743,373236,2161,1061710,15131,6946,5351,696,14179,1107,17,6,1336,13795,"Mississippi",74.20447,"Mississippi",281.678425870006,0.505999974778186,0.00375076930760917,0.00115312657571015,0,FALSE
"MT",2001,52,18,10,808.230769230769,6,2004,839,489,708.071856287425,343,1164,488,321,712.298969072165,152,3505,1506,922,685.690156918688,562,30,875841,220267,49141,782588,184176,33376,0.12517309926919,1123,645,555,0.245524296675192,57395,22374,11180,0.297755366460062,0.137222209452614,16053,5968,2253,0.313048030362518,21273,4813,2585,3112,655574,11429,6021,598412,478,35021,10085,0,541,4804,18483,0,1028,5459,25056,387287,331,6629,17908,420678,645,1890,9777,39924,53597,303021,60,18936,332411,2795,1499,2288,246,59,4,518,100,331,2464,"Montana",24.37271,"Montana",201.063891733774,0.00253380837906433,0.151164051899949,0.0257102533523684,1,TRUE
"NC",2001,7278,2173,1431,906.183704314372,1036,6667,2519,1605,675.373781310934,1130,398,149,135,542.43216080402,35,15369,5301,3442,776.395861799727,2284,37,7932350,2056859,426791,5562169,1300040,159616,0.186019039069248,1663555,527466,199935,0.298981158643944,81897,23275,6283,0.444101123595506,0.221633893122903,375913,118584,37029,0.51350252627911,519222,77126,21108,114473,5875491,51046,21608,4262129,1136089,58622,257329,25416,1622,756,138659,89537,18031,3310,261130,2739637,683629,184584,34655,3747965,285093,31418,8601,248510,596192,2212253,638547,32559,3059353,32203,9529,9570,943,19043,987,549,48,1957,30246,"North Carolina",77.15103,"North Carolina",504.591955725605,0.287364442368704,0.00287822940234942,0.00527170481078041,0,FALSE
"ND",2001,69,50,16,360.333333333333,14,1229,638,347,473.149715215622,453,628,291,132,687.40127388535,176,1995,1013,510,534.280200501253,667,38,610793,139185,21628,559733,119826,14843,0.130754247636046,2848,737,313,0,31101,11709,5401,0.260414622980838,0.134780752423527,6687,2857,783,0.128770823953174,19004,3766,457,1743,471608,5898,3597,439907,2111,19392,3830,20,104,2017,9906,66,165,2038,12466,307119,1887,2785,10779,326794,156,1105,5968,23337,31391,222284,647,10133,238313,1088,748,682,89,49,1,185,20,112,976,"North Dakota",21.65228,"North Dakota",80.5510213771278,0.000644836493776012,0.158479884165958,0.0127895876763288,3,TRUE
"NE",2001,1393,467,256,753.859296482412,327,5910,2277,1486,616.432318104907,1278,703,224,176,683.698435277383,136,8890,3350,2145,634.721034870641,1944,31,1664625,438560,61309,1446537,356937,36875,0.0906869171329603,64111,24058,7330,0.148013785597678,9339,1955,1168,0.322065727699531,0.111377190356674,97067,38088,12065,0.464294567005431,86856,14108,5048,22027,1226065,18809,13565,1089600,40053,7384,58979,3353,1443,147,28135,4877,4481,1787,40503,778206,27131,41857,2212,869467,12561,10385,1129,66706,97692,564305,20839,4428,631273,3915,1804,2091,224,914,75,169,22,346,3569,"Nebraska",28.35477,"Nebraska",303.671998197792,0.0101763986133961,0.0878719599950622,0.00230204667036589,3,TRUE
"NH",2001,89,24,4,804.168539325843,14,1525,457,258,997.665573770492,344,28,7,1,1709.75,4,1756,534,283,972.355922551253,380,33,1223636,292740,23863,1162797,272986,21438,0.12901093557684,8755,2044,55,0.112968502551469,906,0,0,0.292494481236203,0.130384579502098,19597,6643,1546,0.270333213901827,66442,6527,440,11521,930896,10670,9888,889811,6711,906,12954,562,145,104,21527,408,678,0,23056,645030,5346,8123,594,674430,1230,1515,0,58233,64750,457483,2701,501,477415,2419,1181,2093,121,118,5,7,0,158,2261,"New Hampshire",44.53753,"New Hampshire",90.7949749762184,0.00257402561953325,0.176786976384369,4.33364426227757e-05,0,FALSE
"NJ",2001,9396,3024,2725,936.116288966911,1841,3712,1526,1372,680.65580393213,1226,43,7,14,910,13,15268,5433,4955,843.651541936751,3671,34,8289599,1932281,218878,5464410,1149978,45739,0.112789567222052,1101403,313589,88232,0.223396337414263,14981,3984,506,0.275296837238626,0.152911909238842,1140886,318610,73775,0.335905509925529,1552858,131550,20191,297546,6357318,63738,20978,4314432,787814,10997,822276,26259,15489,0,138564,57525,53827,756,271942,2779238,521123,562797,6967,4139238,143981,113994,1209,169491,444623,2259494,447770,4508,3345181,26052,14422,4892,440,16836,1005,9,0,1448,24604,"New Jersey",47.71186,"New Jersey",398.945714985731,0.052961313953019,0.210113532318642,4.49311961264829e-05,0,FALSE
