"stname","year","cl.blk","ent.blk","lifelos.blk","grp.inst.blk","cl.white","ent.white","lifelos.white","grp.inst.white","cl.nat.am","ent.nat.am","lifelos.nat.am","grp.inst.nat.am","state","tot","wht","wht.child","wht.child.pov","wht.lessHS","blk","blk.child","blk.child.pov","blk.lessHS","amind","amind.child","amind.child.pov","amind.lessHS","latino.child.pov","foreign","foreign.child","foreign.child.pov","foreign.lessHS","child","child.pov","adult","w.adult","b.adult","a.adult","wht.unemp","blk.unemp","amind.unemp","wht.emp","blk.emp","amind.emp","blk.singpar","latino.singpar","amind.singpar","wht.singpar","wht.f","blk.f","amind.f","incartot","new.incar","WHITEM","WHITEF","BLACKM","BLACKF","AIANM","AIANF","TOTRACEM","TOTRACEF","statename","inst6014_nom","v.crime.rt","pctblk1930","pctami1930","pctimm1930","pctblk1960","pctami1960","pctimm1960","boarding.n","board"
"IL",2000,29021,3857,1775.92589415582,0,7920,2137,1146.56754845098,0,48,9,1373.31111111111,8,17,12417190,8421261,1926358,139762,0.130566056603372,1868589,604964,221118,0.270771009660309,31921,9492,2281,0.290920116875241,116200,1592553,178435,35864,442866,3246190,497916,9171000,6494903,1263625,22429,186133,120175,1587,4308255,656194,13282,343345,114759,2525,304493,3386467,693297,10880,45281,29985,10608,785,27271,1868,54,21,42432,2849,"Illinois",34.95899,407.942537723913,0.0436510896704775,3.70494303944677e-05,0.164392783272729,0.103570549809904,0.00054369825937185,0.069339386771861,0,FALSE
"IN",2000,5018,1889,973.02640402347,0,7069,3415,669.26939882477,0,189,96,527.082872928177,25,18,6081521,5215390,1284492,128508,0.167228497568138,509929,162252,56768,0.255489050216447,17514,4731,1070,0.255974001147008,16462,214694,29489,5397,44410,1570347,209977,4511174,3930898,347677,12783,113135,28631,741,2615606,196532,8529,93589,19916,1391,250484,2040341,187422,5718,19701,11890,10321,846,7754,569,51,5,18673,1452,"Indiana",56.36088,301.289759584814,0.0350735824288378,0.000174384541828791,0.0435289209842896,0.0579241487860632,0.000437454699850322,0.0216154086984865,0,FALSE
"KS",2000,1785,602,762.875959834613,0,5782,2316,609.794951527346,0,105,28,673.950980392157,0,20,2687110,2230766,548385,52327,0.11279061287847,153077,49656,15145,0.20450070323488,23782,7109,1111,0.199029494275533,17472,155040,27027,6938,41610,709551,92943,1977559,1682381,103421,16673,40958,7124,1120,1143897,60953,10448,26253,16980,2202,97717,871893,52152,7902,8352,5013,4191,276,2803,183,160,20,7840,504,"Kansas",15.45701,310.072903602755,0.0370760680538641,0.00138586697622198,0.0423771980119046,0.0410815573544799,0.0027901683279182,0.0177230757934541,1,TRUE
"KY",2000,2113,707,774.641050119332,675,6778,3155,595.62391499551,2038,26,19,321.76,5,21,4040856,3605948,857703,167206,0.26044408065811,296514,90273,37305,0.273419937295055,9562,1881,639,0.310581768208887,5233,96754,16542,2860,13974,995638,217076,3045218,2748245,206241,7681,88999,15840,531,1641300,113069,4545,52911,5519,790,180306,1433680,110158,3706,11033,8243,8869,667,4850,381,6,0,13855,1052,"Kentucky",55.11666,196.517767522525,0.089531819390877,0,0.00825382198237616,0.0704947601242825,8.55758597082521e-05,0.00714229290641951,0,FALSE
"LA",2000,5311,1844,1071.79166666667,0,3092,1256,802.270162628609,722,29,4,1401.44827586207,4,22,4469586,2793597,664671,86882,0.202460714585288,1441967,480728,227057,0.367859837020399,26407,9033,2700,0.413170985225332,8908,139696,15923,3727,28678,1216825,331637,3252761,2128926,961239,17374,62512,76018,979,1293769,482092,10274,263542,9374,2457,124974,1102875,527613,8556,19361,15825,7562,709,25374,1502,6,2,32988,2219,"Louisiana",46.90674,644.959063322643,0.370303584391584,0.0006063611645974,0.0179567112163252,0.319175726306738,0.00117314661261593,0.010754867637123,0,FALSE
"MA",2000,3324,1117,1171.56599404565,0,8475,3328,914.362924281984,0,62,25,1012.26315789474,0,25,6353449,5194144,1127411,82040,0.127539693326475,341701,109565,33565,0.242050565339834,17143,4726,1011,0.277208201892744,58543,811247,76956,16161,196712,1500391,192896,4853058,4066733,232136,12417,107669,14405,657,2700524,134685,7448,60127,80994,1837,203227,2155346,123805,6176,10335,2408,4561,443,2837,163,35,1,10059,663,"Massachusetts",72.87685,523.88867841703,0.0116627722875016,3.74868585916936e-05,0.253468849025441,0.0217076363184408,0.000551526991808659,0.113187321093577,0,FALSE
"MD",2000,12472,2749,1394.29146065533,0,3324,1029,1035.24920936116,0,20,3,1761.45,4,24,5299635,3288140,758098,45784,0.131487876969576,1467018,431345,91533,0.213138687799088,16800,3680,804,0.262865339788417,10264,562650,65429,8147,89472,1352198,157103,3947437,2530042,1035673,13120,56704,60470,640,1722721,658931,8819,210369,15987,1475,126242,1316060,571129,6923,23581,10457,4788,343,17481,873,7,2,22319,1219,"Maryland",87.40691,789.507201911075,0.170567315737493,0,0.0590080714604611,0.16765104133084,0.000593203946095815,0.0331871816364691,0,FALSE
"ME",2000,84,27,1101.08333333333,0,3080,639,1339.86522734707,0,66,17,1139.46153846154,0,23,1275357,1229414,285042,39055,0.144861814425717,6509,2162,952,0.187957948391207,7584,2067,677,0.201189951520494,1235,47405,6053,1435,8813,301127,44219,974230,944372,4347,5517,29644,318,549,614795,2946,3013,917,1594,715,64979,493837,1866,2868,1647,758,1394,57,46,2,14,1,1622,70,"Maine",72.2569,109.067500315598,0.00178790625290296,0.000799778858549171,0.129976469728805,0.00359311113864453,0.00216825672159584,0.0666171065130302,0,FALSE
"MN",2000,4610,2494,665.186925985954,0,10129,6141,561.793210614392,0,2214,1104,923.868482039397,0,27,4912048,4341555,1060861,69619,0.106993934999243,166135,62059,23457,0.207168072907539,56609,22237,8276,0.252277157540315,15697,278629,53895,17462,51715,1286462,138507,3625586,3280694,104076,34372,85473,9488,3433,2354631,64996,20193,37161,18532,10658,175009,1686507,51315,17149,6053,4406,2898,215,2157,108,398,39,5870,368,"Minnesota",54.06264,281.287967870021,0.00414130307726842,0.00432916396307982,0.153620970982694,0.00616140416700864,0.00478373529998007,0.0432939769489618,3,TRUE
"MO",2000,7299,2280,1062.86977244772,0,10970,4711,713.657969314961,0,53,16,881.895833333333,0,29,5595490,4686121,1124828,142040,0.174818093788906,622218,202659,72647,0.263439705609212,25261,6749,1914,0.234249416645061,10823,180583,26936,6106,30610,1423483,236839,4172007,3561293,419559,18512,106560,34689,1101,2315913,235130,11765,124659,12742,2101,223124,1852076,232358,9521,27385,15204,13768,1222,11112,738,110,9,25397,1988,"Missouri",73.79253,461.425183495994,0.0622663085991953,0.00018276394201092,0.0431549091231557,0.0904317386231038,0.000370432109055213,0.0197116186031005,0,FALSE
"MS",2000,2887,1084,912.747126436782,531,2099,905,642.302725968436,0,1,0,368,1,28,2844004,1727488,401936,53847,0.211589035264399,1034045,347021,155831,0.394792018436121,11903,3932,1088,0.364278830709926,3001,49960,7810,1567,9568,775548,216531,2068456,1325552,687024,7971,37900,52975,727,801180,349923,4389,194107,3838,1680,72503,688226,378969,4267,14312,5932,4803,589,13662,1067,16,5,18572,1669,"Mississippi",74.20447,280.94193960346,0.505999974778186,0.00115312657571015,0.00375076930760917,0.421998311492861,0.00157838710861506,0.00472598465660904,0,FALSE
"MT",2000,55,22,753.239130434783,11,2072,884,763.09436997319,312,1109,537,768.881742738589,151,30,902740,806922,195353,33094,0.118788701043239,2378,717,203,0.046218487394958,55422,21740,10733,0.272204229377024,1977,23352,3882,811,3654,232785,47545,669955,611569,1661,33682,22400,153,4383,397840,1028,16574,257,2575,7981,39619,309821,646,17465,2557,1228,2180,208,45,3,474,81,2799,306,"Montana",19.96919,276.934665573698,0.00253380837906433,0.0257102533523684,0.151164051899949,0.00222156398104265,0.0331161137440758,0.0527547393364929,1,TRUE
"NC",2000,7472,2354,914.270581925449,0,6491,2557,677.065761037357,0,397,208,522.44696969697,36,37,8047735,5658105,1230578,117497,0.184322012986372,1722741,508800,159915,0.297682346630303,101157,30680,8403,0.379067737430168,36140,486722,74223,18011,107670,1952438,332050,6095297,4427527,1213941,70477,112314,79203,4475,2904857,712167,42147,256707,28384,10227,217675,2287539,665151,36336,31198,9848,9328,853,18935,982,526,40,29624,1908,"North Carolina",79.47275,489.628448252831,0.287364442368704,0.00527170481078041,0.00287822940234942,0.245639375353965,0.00860490743139123,0.00625172866443934,0,FALSE
"ND",2000,52,25,589.403846153846,13,1212,625,496.634563456346,0,638,309,675.874137931035,0,38,642412,590564,139777,14545,0.159095366576376,3387,1026,112,0.0239477503628447,30556,12676,7083,0.256916415938945,959,15973,2621,451,2391,160489,23940,481923,450787,2361,17880,12441,64,3103,305809,1647,8521,306,777,6975,23376,228170,759,9213,1023,612,721,52,45,0,179,15,1008,68,"North Dakota",26.06683,78.6099886054432,0.000644836493776012,0.0127895876763288,0.158479884165958,0.00129672971092416,0.0180909608450882,0.0502561831867923,3,TRUE
"NE",2000,1290,451,785.804224207961,0,5463,2127,606.791635267521,0,649,233,616.111811023622,133,31,1709804,1492749,369932,34648,0.111727074013298,68721,24637,10713,0.218367739630006,14853,5473,2378,0.20166843220339,8042,81553,12619,2663,24272,451352,58118,1258452,1122817,44084,9380,24340,2642,1192,798253,26317,5124,15373,9184,2409,65338,580459,23292,4526,3810,1709,2086,163,920,68,169,20,3629,266,"Nebraska",29.29164,322.72704941619,0.0101763986133961,0.00230204667036589,0.0878719599950622,0.0213860544217687,0.00474773242630386,0.0319019274376417,3,TRUE
"NH",2000,86,29,1041.72727272727,15,1554,399,1179.22610722611,357,23,2,2223.4,3,33,1234816,1174044,289589,21328,0.122683480194615,8383,2220,946,0.182754994742376,3166,1002,89,0.193220338983051,2297,59950,6138,976,10560,308841,25880,925975,884455,6163,2164,23452,308,38,624693,4193,1390,1086,3429,272,57992,456516,2594,1115,2283,1066,1911,112,98,4,5,0,2137,120,"New Hampshire",48.58986,92.2404633564839,0.00257402561953325,4.33364426227757e-05,0.176786976384369,0.00382031352917929,0.000329337373205111,0.0774601501778422,0,FALSE
"NJ",2000,8517,2544,1034.69593742115,0,3374,1305,747.804140127389,0,60,22,785.185185185185,0,34,8416753,5558050,1241939,67586,0.135946667612131,1125829,334402,86457,0.255236448705471,18538,4707,1015,0.280641268746768,80685,1517643,149830,26240,341051,2084749,248440,6332004,4316111,791427,13831,118949,57938,1076,2750060,454921,7839,172142,116191,1486,159861,2278711,434540,6291,26559,13653,5237,428,17691,1025,9,0,28134,1650,"New Jersey",29.16384,383.722796665175,0.052961313953019,4.49311961264829e-05,0.210113532318642,0.0849611789723555,0.000458269455846232,0.103357895257406,0,FALSE
"NM",2000,302,127,539.555555555556,40,1082,581,428.515033947624,135,357,215,357.368421052632,130,35,1818615,818456,167766,21113,0.0964460684708116,33391,10208,3417,0.189705882352941,171561,64620,27042,0.318979360506305,76780,165541,24756,9813,62614,509188,128599,1309427,650690,23183,106941,19723,1426,10253,399384,14396,51420,4314,80622,24137,35147,337070,10961,57652,5319,3185,1170,145,490,65,219,43,4831,511,"New Mexico",56.04491,702.402652568026,0.00709350576941856,0.0704229681493487,0.0569295007878273,0.0181209748705645,0.0594351138611778,0.0263290819547923,14,TRUE
"NV",2000,433,124,1027.20638820639,0,1163,405,719.88309178744,0,36,10,538.535714285714,0,32,2000306,1303972,276858,26284,0.125373564410254,132135,40379,12103,0.221444343421224,26851,8458,1832,0.24855898552581,31426,337151,39869,8645,106949,512375,75972,1487931,1027114,91756,18393,35505,6640,1359,659307,55192,11119,23021,34262,3200,65891,508411,44994,9631,9788,4929,4976,548,2526,236,152,15,9217,846,"Nevada",25.86953,523.619886157418,0.00494195061872431,0.0476970466173647,0.166356703041664,0.0464170523068293,0.0209648015706072,0.0476791473846585,0,FALSE
"NY",2000,29359,6473,1559.18386981402,0,11245,4152,843.145910515816,0,154,65,658.8,36,36,18976061,11772129,2565918,283235,0.14056469137906,2984263,886010,310098,0.293112474680737,81194,25227,10257,0.336418013956916,326625,3979979,369358,101198,1056209,4669828,980791,14306233,9206211,2098253,55967,294393,166181,4522,5679948,1096828,29295,483580,377260,10475,433155,4838839,1177084,29162,70490,28674,11258,630,33972,1747,263,7,66875,3278,"New York",46.0521,529.293197360611,0.0327254784399775,0.000628304299782389,0.26090113387108,0.0840025221973631,0.00123725938702022,0.138726814796097,0,FALSE
"OH",2000,16909,6977,816.323345649983,0,16269,7797,612.673827595554,0,196,68,690.083333333333,0,39,11353531,9532000,2289244,242168,0.157789494935706,1290489,411470,156372,0.260145439093096,26943,6442,1434,0.244655998131059,19608,389426,45115,8407,66152,2889137,441045,8464394,7242756,879019,20501,206435,60946,1213,4701637,483525,12455,247784,26317,2298,448307,3785093,478750,10143,45505,23787,19797,1332,22175,1429,88,4,43025,2808,"Ohio",24.39717,290.314968973089,0.0442433212060607,4.3160825843374e-05,0.0980404833076472,0.0806922482616534,0.000282255987638424,0.0425217615245944,0,FALSE
"OK",2000,3211,1339,725.976035604245,880,6956,3279,566.765349164193,1529,2905,1530,554.217729970326,844,40,3450058,2564388,579868,90958,0.177943584587419,257356,84426,34893,0.21800937549889,264077,93198,25423,0.232622444477129,21089,152900,20733,5298,35806,888529,186481,2561529,1984520,172930,170879,55353,11918,9450,1222206,97442,104505,45091,16962,25866,118773,1031156,88770,88761,21937,7496,11666,1379,6575,761,1561,184,20787,2394,"Oklahoma",38.58141,497.846702867024,0.0684716119456233,0.0380720341630134,0.0129687961326205,0.0671910286023407,0.0271855331060717,0.0109394722606239,43,TRUE
"OR",2000,1265,300,1280.22202948829,77,8360,2591,882.850732836205,0,711,256,939.945820433437,0,41,3424928,2863747,649769,82199,0.123693521461754,54538,16464,5651,0.20570154483198,42332,12570,3563,0.220666584066411,32660,317633,44573,13158,78413,846610,134236,2578318,2213978,38074,29762,86634,3530,2585,1399115,22044,18139,8301,26599,4719,137592,1140058,17785,15584,10139,4115,7496,450,1040,89,208,32,9984,596,"Oregon",60.64641,350.430724383111,0.00242112003264832,0.00411978481845742,0.120504694218476,0.0107576751657202,0.00452478450713785,0.0432116920431664,3,TRUE
"PA",2000,16587,5032,1237.44528983171,4794,13991,6040,778.641852644451,0,40,15,731.384615384615,5,42,12275624,10332642,2287139,233815,0.166074188496958,1198350,364847,138466,0.280642807078393,19705,5275,1788,0.247861075815332,60692,557092,63381,13145,108594,2914190,454356,9361434,8045503,833503,14430,241563,67150,973,4960607,425497,8248,223752,67028,2212,407141,4236652,458574,7185,36784,11956,11820,676,19596,779,68,5,35268,1579,"Pennsylvania",28.69408,404.231996678947,0.0448140016603335,1.46404291746377e-05,0.130520329565677,0.0751562406158477,0.000353285733968777,0.0543795066011439,1,TRUE
"RI",2000,809,280,1020.59646539028,230,2083,817,787.289049471929,810,51,18,757.276595744681,16,44,1048463,859834,180035,16612,0.19783351082652,45552,14988,5783,0.281164383561644,5301,2058,992,0.326078655975563,17779,124325,12344,3711,43167,247719,44847,800744,679799,30564,3243,21541,2156,318,434875,17478,1785,8708,19483,1108,38452,362351,15500,1719,3425,3701,1592,149,879,57,0,0,3048,240,"Rhode Island",70.91232,297.387699899758,0.0150367508126797,0.000883588647164159,0.251241902213794,0.0216986403427081,0.00114080834419817,0.103091823430806,0,FALSE
"SC",2000,4500,1668,1031.24636363636,0,3005,1403,683.332190606788,0,19,5,662.526315789474,3,45,4013644,2654674,585668,58092,0.191838079837343,1183848,365938,126013,0.354693018252243,15001,3576,832,0.344159359099275,7973,145601,20735,4020,25596,1005534,197006,3008110,2069006,817910,11425,53076,55527,791,1329944,457926,6998,189131,7287,1393,104881,1069429,449817,5687,20890,8481,5676,550,14467,849,30,5,20358,1420,"South Carolina",61.90707,816.365377696677,0.453026893948058,0.000416644941541889,0.00363686642230522,0.349309313346553,0.000680603636608073,0.00597418747689309,0,FALSE
"SD",2000,67,45,344.52380952381,0,690,452,396.810231023102,0,1427,891,462.61053621825,0,46,753887,663255,164579,18093,0.141770087658636,4606,1563,426,0.11043442955745,61285,27062,15171,0.307390752911334,1232,18377,4127,675,3750,203900,37018,549987,498676,3043,34223,10885,107,4699,347440,1861,16188,542,1446,12411,26964,254024,1230,16785,2592,1405,1804,128,105,2,507,70,2416,200,"South Dakota",21.8348,151.348942215478,0.00118257006755081,0.0345340575472967,0.0967755995336592,0.00196711685261304,0.0361127422196124,0.0288021139166177,6,TRUE
"TN",2000,5444,1731,1001.32589285714,0,8657,3537,791.901602639642,0,35,17,786.457142857143,0,47,5688335,4511469,1022063,137235,0.231840508447288,928047,296110,104134,0.292673023805109,15832,3879,1235,0.241087432782314,10892,190278,29720,7021,33130,1397202,261192,4291133,3489406,631937,11953,102660,42803,477,2193030,364272,7412,166370,9413,1178,192543,1817092,348077,5655,16993,13792,9464,785,11108,573,17,2,20797,1369,"Tennessee",42.09233,707.852121930231,0.183810548916498,3.86647189943595e-05,0.00523052037341136,0.164726530520697,0.000269151835279077,0.00530453408695847,0,FALSE
"TX",2000,8528,2966,974.380529926662,0,8719,3393,817.750605606183,0,152,60,760.02,0,48,20848171,10923839,2499186,223443,0.128025347982969,2390115,741113,232808,0.243533297869495,109642,30976,7326,0.289824263038549,748841,3076523,408011,137605,1144014,5864131,1240953,14984040,8424653,1649002,78666,230907,111454,5019,5490926,961033,47838,366585,538956,8197,437362,4338515,875448,38402,152031,84358,45363,4693,61861,5783,20,11,145752,12245,"Texas",26.7039,544.474620819256,0.144891223174954,0.000216751792953316,0.0631082980873482,0.123538618861782,0.000598952355114051,0.0343719348039318,0,FALSE
"UT",2000,104,43,625.763440860215,26,1662,715,662.658705216845,334,172,64,753.892405063291,27,49,2230835,1899461,590050,51167,0.0914228923744444,17017,5774,1739,0.142422112907004,29780,11477,4344,0.327586206896552,19230,174872,27685,6959,37264,715338,80778,1515497,1309411,11243,18303,41088,684,1947,916702,7522,9652,1926,16823,3363,74107,668461,4813,8998,4416,3275,3587,281,420,30,186,16,5250,382,"Utah",17.93501,258.513067976789,0.00258372219561786,0.00551273645119654,0.09767691914233,0.00608633158154786,0.00709697704711854,0.0411894174190361,1,TRUE
"VA",2000,4475,1215,1185.16338092001,0,3742,1376,857.562109268823,0,9,4,972.777777777778,2,51,7080588,4965025,1112744,88086,0.155022302601265,1380730,401318,110045,0.286528115557521,21621,5287,907,0.196907587198849,15705,652733,84279,12438,105267,1735358,228984,5345230,3852281,979412,16334,82228,52583,815,2590517,596331,11522,194779,22188,1554,188620,1983015,524157,8533,29173,9791,9107,794,18709,1262,8,0,28109,2059,"Virginia",31.1665,286.459260163139,0.279419273535332,0.00048034474239203,0.00962492186897002,0.206753275672721,0.000526334434924314,0.0150157141194273,0,FALSE
"VT",2000,42,22,696.875,8,1957,698,816.674482006543,304,6,2,2327.33333333333,1,50,608387,584537,140092,15208,0.134263703842461,3293,1119,376,0.0724043715846995,2545,534,123,0.280023781212842,321,26809,3435,249,4121,148165,17036,460222,444445,2174,2011,11893,163,230,308763,1505,1247,411,481,200,31226,231367,957,997,1310,1084,1407,72,75,2,13,0,1617,80,"Vermont",85.74799,109.79853284176,0.0017444919223594,0,0.128307066621787,0.00153917192550408,0.000153917192550408,0.0623877687137653,0,FALSE
"WA",2000,2547,941,953.129579982127,0,9621,4717,625.289213377296,0,1808,799,775.134347275032,0,53,5894780,4643806,1079253,115535,0.101080948840024,187529,57590,16387,0.152603197688145,91234,30159,9171,0.230377124753762,55660,688752,95893,27504,141559,1510478,221441,4384302,3564553,129939,61075,131714,8205,5939,2320455,83623,35450,29476,49496,13806,224048,1823395,60223,31564,14920,7230,8218,657,3052,249,443,45,13850,1065,"Washington",74.54539,367.409810035319,0.00444508695016626,0.0075624787338454,0.171641680086608,0.0169241986595249,0.00748057993774363,0.0676617403740991,1,TRUE
